Siren,CA2013,CA2014,CA2015,CA2016,CA2017,Résultat2013,Résultat2014,Résultat2015,Résultat2016,Résultat2017,Effectif2013,Effectif2014,Effectif2015,Effectif2016,Effectif2017
408180081,1852740,1949810,2145045,1769524,1771805,79210,17680,-9984,27989,39413,6,6,6,6,6
652050659,8724128,8701216,9386832,9866768,10429995,2524775,2411993,2793551,3030996,3339882,12,13,12,12,12
337873111,2335340,2263195,2366252,2392718,2354015,10582,13992,-466641,-13331,218623,8,9,8,8,8
388509903,2698925,2099404,2105901,1822523,1542608,124834,100073,82708,-170161,2751,5,5,5,5,5
423394626,1256e3,1351197,1269505,1539344,1424756,-12e4,-130523,-140296,-16621,-21580,8,7,7,8,8
320366503,4088137,4457088,4925017,5195556,6000820,64680,406870,265458,413964,759755,62,59,63,79,95
320367147,30872248,31891109,34026339,34096450,33598637,970168,798571,1082882,1053539,421721,47,47,47,44,44
320400781,5149615,5606101,6054237,7857792,7840048,-246287,266934,423792,517254,193464,49,49,49,49,43
320544406,2051998,2343508,1991468,1666665,1617775,17894,-23859,-8694,-44159,398,27,27,22,19,18
320564321,11211138,14321963,15632536,12886438,17181992,-361029,283668,663792,231227,81074,49,49,52,0,51
320650740,2153249,2265425,2246472,2375895,2298886,237894,233421,239315,197712,285679,18,19,19,18,18
320773500,1902814,1670668,1497413,1679059,1830629,30361,44058,14544,10800,38321,7,8,7,7,6
320788383,5864760,4953290,4770200,4609950,4378810,38850,79320,-21890,39500,151820,52,47,42,41,40
387970700,18385801,18252636,16852856,16799725,13991198,76200,239246,148251,205131,91532,15,19,19,15,14
387981079,921872,954672,933001,877504,921951,68953,61040,33470,42188,45850,0,0,0,0,6
387983109,2237e3,2924300,2390900,2915060,3122110,89e3,115910,85960,160500,190640,18,17,16,16,16
387993215,4963770,4748823.428571429,4814603,4950256,4485286,33190,24732,24538,39702,49395,20,16.285714285714285,19,19,17
388111015,2223110,1982380,2190700,2353934,2489463,23350,-15610,33790,-28961,20991,3,3,3,0,2
423559640,3202340,2992022,2753211,2817421,4613405,120899,133218,92467,20809,467836,31,30,28,30,30
423605906,1647541,1570476,1476738,1404908,1442447,115009,214372,157201,21174,178008,21,18,18,17,16
423615152,624679,601452,644275,642311,538181,44844,23663,20264,7866,-32275,6,6,6,6,6
429167075,16977271,16743931,19935018,24528543,30507155,1056318,1549466,2863489,3103559,5994110,93,86,95,96,95
322928680,5908194,6036791,5824152,5912427,5853032,99734,30393,93283,85238,74969,29,29,29,29,32
323209775,7845384,8899619,12653069,11336329,12338858,248369,-69639,425606,487565,1382476,33,36,35,33,38
323286807,1753180,1751049,1795800,1724746,1837483,87525,159631,176301,137505,115622,31,31,28,28,30
323945204,1407485,2020223,1959199,1570126,1653370,-4363,16730,57239,13283,12092,20,20,18,19,20
323998930,10352317,13496652,13644445,13639526,14673994,51945,-40401,20230,109209,26654,27,33,35,35,35
323934513,22895955,21811383,23197522,22276335,24576528,338555,340446,378688,380808,441767,35,32,33,38,37
323982306,915340,977950,1049300,1106820,1084470,76130,88910,72520,51820,170710,8,8,9,9,10
324005677,1375e3,1344e3,148e4,1788e3,2062e3,-59e3,6e3,81e3,159e3,112e3,18,18,18,18,23
322043803,2338988,3107214,2668124,3333184,3276678,44162,77348,80008,146738,137750,12,15,9,0,15
388143356,15151776,15871505,16054106,16203206,18009736,416463,901643,835108,502171,696616,97,97,107,110,123
388163453,3941430,4205400,3976072,4204249,4435675,200305,195140,158161,216086,230091,15,17,17,17,18
388182867,555782,477547,412610,287200,319653,55501,41566,1106,3474,1623,3,2,1,1,1
388195281,447608,383341,736880,381151,290802,53115,3786,92741,25102,40810,1,1,1,1,2
385397559,1300140,1706190,1329830,787060,777890,6150,8600,12400,4300,7e3,3,2,1,1,1
489774158,140941,128604,126148,109179,117081,9928,579,1600,629,314,1,1,1,1,1
429177264,637913,1558678,1685657,1763885,1529314,109,-19112,30666,43601,18678,8,9,8,8,8
429177892,17060163,19238073,19494745,21563020,24538444,83536,163576,238143,269049,376897,36,35,33,33,35
429206352,3307345,3433692,2916296,3166792,3429740,14203,168700,77850,113173,-94216,32,31,28,27,28
429210305,662186,611282,574885,703793,781056,-5616,-22611,35606,25847,26892,15,9,9,10,12
429236144,1659744,1576710,1242264,1062061,910623,-9570,-99284,-202406,-75882,-32222,15,16,13,10,10
429244361,2588020,1965710,2177610,1703280,1879960,72420,58060,29410,47060,64550,18,16,15,11,14
429326127,197469,174310,154457,190349,180198,13100,2424,6455,12791,4656,2,2,2,2,2
429343668,188913,198486,214114,192279,190589,6448,12754,19839,9519,7596,4,4,4,4,4
322250580,38402e3,40096640,45024740,51676670,58074050,723e3,1287890,1411320,3355330,1511410,140,172,167,161,204
322271701,81189630,86782395,92326187,88048253,85712288,231522,6641,343505,52560,201203,82,82,82,88,88
322294794,22720020,19490225,19556251,19488754,19391151,63425,128471,233491,341086,317439,22,19,24,24,30
322324146,1714737,1812583,1796494,1819404,1752047,67899,130903,147336,167550,129166,28,30,27,28,27
322440496,5597918,5617854,6851642,7057712,8288627,486014,524394,543278,531192,569706,26,31,37,42,39
322566472,1805071,1894645,1924597,1997531,2036047,58903,66944,66596,50582,50119,14,14,19,20,18
322625765,963139,939187,992018,860061,832862,35582,37415,39077,24570,94668,6,6,6,6,5
387586795,410127,367114,261535,290274,281270,-15444,21513,-2431,5419,12325,5,5,3,2,2
387592967,313590,393324,360800,278984,164848,161317,115140,37362,142962,14464,2,3,3,3,1
388523201,174156,165532,172795,176655,186038,-7260,253,4280,502,4629,1,1,1,1,1
388592123,447420,540830,489930,466860,436250,5500,31330,21530,19910,-14520,3,3,3,3,3
388596116,246431,229695,169988,229638,199049,-11239,-2951,-2868,3105,1436,1,1,1,1,1
388605107,66030,39180,51550,71610,48470,130,500,6540,10650,-470,1,1,1,1,1
388622698,6121056,5765599,5432998,4983679,5928551,-10986,18031,32256,20788,69012,10,10,10,11,11
429397110,5110483,5289762,5100764,5379696,5215165,-161692,429854,-197776,-137027,-692941,7,7,7,5,1
409776325,125212,130366,166686,139705,151303,1949,2503,1864,-10325,332,1,1,1,1,1
409784816,14558912,13045744,12781574,10285564,10427173,21229,9959,39502,16941,50717,3,2,2,2,2
409786290,585950,729740,730650,852311,738076,15700,35670,36860,65870,22855,4,4,4,4,4
409797230,30722666.666666664,26927940,23214910,26677830,33719740,216e3,-137040,600460,272490,162580,92,53,50,53,54
409798956,581100,612150,612170,592100,595520,-20790,8060,19410,51030,5130,12,12,13,11,10
409842903,286525,362445,349194,384271,606074,7902,-2604,-32630,41975,89828,2,2,2,2,2
409865011,10123031,9464318,13681585,18676470,16452183,420227,374296,455462,1407606,645089,46,50,56,63,67
409875739,4864769,4901530,4694068,4836471,4922376,212899,219771,185096,190813,192912,52,55,52,0,53
409886892,588259,602151,655718,607128,601898,92446,86741,79982,66611,36921,9,9,9,11,11
409896149,79065687,110165203,107767542,115794608,89589930,1050002,2782162,-201291,-18233199,2584071,160,169,170,150,166
331108431,25558733,27499873,29183117,29296433,33067992,195606,137035,631483,477888,723341,37,45,48,49,54
331108589,20467727,23865882,27178628,22295910,22565683,711251,969961,864125,306478,220494,55,55,62,60,59
331129437,8453225,8948783,9675425,10164757,11945633,-1805507,-2194157,-100530,-2283207,79784,68,68,72,73,75
331154765,45215665,36394e3,25257174,20858102,20742804,-631531,-257065,-1553991,-666239,112525,196,173,126,102,120
331233940,16029319,14837250,14711626,14857279,14903112,603818,636313,1208972,892510,1013040,122,112,105,109,108
328781869,22112051,23748165,26468813,25397757,25067888,959375,974718,1279633,1470696,1749913,81,84,92,92,92
388679045,1245560,1341860,1356530,1417820,1455490,133180,120810,144260,146170,136300,12,16,16,16,17
388739179,57375367,58049035,54654651,53707962,53227745,2342388,2705339,2501343,2555564,2458266,475,483,452,425,394
388743171,1142709,930611,625525,720838,682098,-52631,-18777,-15117,10469,10539,11,6,6,7,8
388772725,3707688,4063859,3446613,2552642,2342127,1051105,1155216,701955,279265,281506,15,19,19,18,18
388773772,35896140,28736470,29806590,28922590,36683880,354400,1630980,1515650,854730,971380,311,295,278,254,258
388781551,31474828,27558594,25255403,329188836,28613750,766689,666122,701506,8256588,941069,205,193,186,2220,195
409899127,65942376,56091001,66166700,77990003,79672958,962801,636708,369677,1577627,2304300,505,478,567,605,592
409944329,1756316,1771539,1742971,1709293,1728408,140635,115735,96445,73914,70631,8,7,6,7,5
409966223,7499368,8566144,8899504,8303421,12880358,375350,595801,508850,266309,342874,33,33,43,46,78
410035729,328870,324269,340007,353616,343156,-36360,-37995,-47216,-24303,-29065,3,3,3,3,3
410088504,849877,747227,941564,859363,739606,-35471,6761,2916,-26888,-40292,9,10,8,7,6
410107486,1629080,1624370,1178110,1612580,1701470,165620,168070,663920,218350,207210,5,6,6,9,11
328897244,308361,248091,197144,229627,199477,22005,-15399,528,963,725,4,3,3,3,3
328970348,2729717,2718687,2530980,3043622,2970289,92816,123117,81958,85693,135906,9,10,11,10,0
329034391,13922815,13609346,32542876,39561252,28404096,29055,50823,1789751,851053,2092627,98,87,79,77,67
329060982,770162,779560,684392,789659,748478,199076,178447,178170,167324,147589,6,6,7,8,6
388814907,288323,312553,275434,285152,255957,54528,36634,40914,27155,35676,4,4,4,0,0
388866212,200951285,196425182,194690553,193011327,193838801,17611696,17734016,17905656,16101203,14436003,731,715,695,673,662
388254310,13023510,12014674,12282483,12130770,15811789,-4040612,-3008281,-1088655,-1628895,-1776967,151,140,134,149,151
388263220,341826,351015,375190,471677,374307,8887,-11221,-18262,36990,-3196,2,2,3,3,3
388304016,455062,560913,574421,583241,567629,32295,11137,-7850,925,29394,4,4,4,4,5
410150650,168605,110084,100441,114929,111655,-4812,-10860,1633,8036,1589,1,1,1,1,1
410169825,694570,735870,703150,752060,949240,32900,46500,22040,19580,165580,7,7,8,5,4
414434431,21283647,22664339,23394921,23390044,21732470,471392,391562,781783,496526,545747,55,60,23,8,7
414440867,9787387,12131634,16792213,19194410,20516527,358204,1215375,1846535,2323169,32931,33,36,70,45,49
414443499,5517550,3893970,3547390,3527590,3820260,4190,11470,12180,81930,48180,15,15,13,15,12
414479840,874167,765436,682954,896552,524055,34665,39715,45851,39763,41738,3,3,3,3,3
329166201,517840,496760,458550,498220,491730,-6310,14990,40020,35640,3560,4,4,4,4,4
329176515,3689e3,3752980,3380600,4039670,4544760,31e3,65300,64220,57800,123960,18,18,18,20,18
329208250,20532150,18216590,14623340,12419200,11998200,-1995030,-3031210,-4351920,-2153650,-273830,141,136,120,90,75
329296958,3629443,4197034,5757264,5125105,5197046,13025,36982,102080,-32981,40107,34,35,35,36,35
328517651,26551020,35104980,29955420,24456290,36002330,603080,701830,1233970,174020,793270,97,105,108,107,107
328538921,78887,74691,61645,55411,53991,-3163,3,15373,18268,10567,2,2,1,1,1
328540026,2194796,2290758,2257715,2202782,2291436,48013,87614,89633,80345,70248,4,4,4,4,5
328551056,2741550,3031070,2559330,2089820,1656430,89400,68920,1990,-124260,-190030,7,7,8,8,7
328579115,3700611,4167061,3918447,3697648,3961436,69721,219154,69555,52738,46564,13,15,14,15,16
385324454,1074122,1389974,1330827,1130302,1447389,-201750,-128197,-174678,-269493,-180417,8,9,9,8,7
385341201,693230,654390,625140,561930,540580,-90550,-115100,-70240,-45610,-241290,8,7,4,5,8
385349303,1771e3,213e4,2701e3,3203e3,37e5,-116e3,-7e4,-49e3,13e3,174e3,10,15,11,11,12
414587204,1474439,1579484,1806092,0,2662276,350059,277051,834013,0,811567,19,19,19,0,29
414650291,831871,738593,721888,692715,699657,66724,64320,43141,-1034,24534,3,5,4,6,5
328695119,76769675,75861604,75161492,75342125,67896149,-5293150,-3575191,-1452492,-1977407,-2163828,399,379,352,317e3,301
328703244,18414550,19145781,19107650,20166160,21509884,435889,341819,516106,616978,757835,49,48,47,46,47
328703863,21170402,22357753,25545894,32642430,34139326,2175597,1247448,1164768,1864459,2124921,77,90,94,0,248
328711338,12922450,14189330,14825900,14752906,14388966,829690,751090,997200,1004786,712006,232,236,235,233,227
328724836,794774,819879,824797,1266778,1388435,28649,1804,-7906,44665,45911,1,2,2,2,2
328738893,13850997,13338030,12830606,12576572,12431435,610036,632157,414166,492362,399839,34,32,70,32,31
330346685,19753e3,19129590,21286650,22955350,24247670,59e3,17100,129840,381730,350880,42,42,42,42,44
330356833,1981914,1705742,1505036,1425507,1448790,13792,5003,5138,-9582,-47860,17,15,13,12,12
330376310,402674,761170,879808,550299,1266734,365285,420592,684401,10668,-101770,8,8,7,7,7
330433418,14888275,24072960,17609200,12108058,13110281,446287,211484,325543,17654,23691,4,5,6,6,6
330440983,188576493,181015949,165229493,160508182,264874354,114575,262213,44373,132645,587388,222,202,196,187,281
330449638,5505922,5494394,5301806,6070506,5301387,-58594,78756,22910,8575,-62472,18,19,18,19,19
387468218,7402981,6806480,7249821,8145384,9742595,271656,42638,66143,481386,417982,102,99,104,127,127
387565823,2293047,1975369,2146617,2209526,2083185,-586891,-856788,-462469,-301538,-295146,48,45,59,45,32
387632888,1506708,1462480,1456316,1512025,1555587,287566,264324,250016,228587,276389,8,9,10,9,11
387673304,4334058,4103263,6317753,6616848,6280758,454941,179232,372813,41360,-37259,6,7,8,9,9
387700172,11563192,12506072,13382095,13832839,15147806,1704912,2392355,2874469,2816026,2765763,44,40,40,43,42
389704149,39758290,52707563,53848738,51290616,64746276,-2012104,1764417,2148299,1561478,249393,0,137,127,122,121
379873300,280020,253697,297761,288077,295647,-10791,12377,-20397,-14207,-1858,3,3,3,3,3
434268801,490342,460106,354532,267167,192088,3280,-75,8276,-12596,-9164,4,4,3,2,1
414697425,3222338,2142616,2751217,2664547,3449678,210256,-35461,141995,55616,140428,24,21,26,26,29
414709030,1534996,1224177,1134020,1426930.2857142857,1889772,3248,1565,62199,5957.142857142857,59286,22,0,12,0,22
432487247,2820221,2750317,3253783,2424456,2408767,234173,184156,158287,117708,138934,14,14,15,14,14
432495257,1045428,1070687,1145501,1171285,1239436,88444,115497,71770,98102,99117,12,14,14,14,12
432531325,469980,477020,466920,475130,452950,-5990,250,-2250,-9750,-96390,9,9,10,11,11
330526922,1128454,1034231,1047789,914561,789580,-6256,-12174,-16907,-30516,-14314,9,9,8,9,9
331310870,442445e3,432341e3,461472e3,340484e3,31857e4,5042e3,-1273e3,-18207e3,-21769e3,-27569e3,1179,1186,1201,1138,1129
331377036,215541686,211790226,206610649,206630776,210908240,-39762601,-39650932,-49501417,-22188121,-25256746,586,580,596,593,576
387743669,4759558,4717355,4342885,4715721,4378632,151047,188062,115302,82354,18947,12,12,11,12,12
387777394,3571271,3434362,3137078,3636885,3800149,104075,49357,59923,85007,10341,14,12,12,14,16
387825797,1018125,2042579,1492742,1528340,1652300,12960,119214,12527,12988,-37060,3,9,5,5,9
387835747,2605868,2407008,2415188,2687010,2475036,335007,108815,165590,268626,153706,18,18,18,18,18
775545957,2170198,2127593,4645108,4775607,5664940,32835,49093,103765,95743,103039,20,18,25,37,43
775563323,199975833,200559859,208230573,215693232,248506891,13929761,16399854,3422649,9103702,24833781,340,343,341,346,344
775572829,12761010,12528920,13491254,13935733,14502285,392694,377662,275192,346372,243576,65,66,71,76,69
775575749,19142740,18743530,20064120,21800212,22526380,240090,179550,218910,302721,246462,40,39,36,37,37
775610504,33440970,31545610,32318100,33860120,31983030,1412430,483950,1269940,1638860,3987640,323,317,300,309,249
775650575,40422598,34629470,31543406,27645272,23957022,1734619,1172355,443513,174016,-716145,232,224,207,183,170
775654742,66277901,44977530,44027044,36739301,41634286,775800,203874,958890,634880,755738,93,90,83,76,72
776224941,10168550,8046757,6241934,5603557,4757711,-574609,804068,-146239,-406992,-368586,44,41,23,25,21
778151563,70826175,71566757,71827327,63106583,60352329,3065784,2829045,2828250,-130054,-4252626,386,385,383,374,350
432576262,244773,226438,231946,227460,221315,10575,5636,8706,3652,1100,3,2,1,2,2
432250116,19587685,18919447,26309170,26929481,37198193,-165441,-941708,1059908,491171,670514,100,145,152,169,199
432271484,1961065,1839498,1670744,1800289,1819768,-31965,9866,-37249,68779,54856,8,7,8,6,6
432295616,195177,225041,243518,271375,263970,2167,2287,26846,30495,30324,3,3,4,9,4
432360790,386937,386352,365306,407985,487817,49296,22471,-27710,32918,57894,4,4,5,5,6
331430827,398620,393559,367596,357822,362951,5889,11302,-8598,18359,25346,5,6,5,5,5
331501197,170688,88250,78906,82247,82648,8511,-10892,-12414,-15882,-16895,2,2,2,2,2
331501825,1346020,1386230,1384380,1256810,1214940,4900,9830,8080,9950,5080,9,9,9,19,10
331532416,3079128,3090904,3118092,3314158,3555949,26115,79499,124373,113935,159748,28,28,24,30,27
331565325,590015,641103,656234,642973,630327,-8619,15318,37652,4407,48110,8,8,8,8,8
331579359,2865066,6374901,2039576,2789234,2123373,37732,265651,57973,22507,38934,15,14,14,14,14
329361547,46548331,49395160,44689198,41819592,47723637,-2977901,-3490356,-1615473,-1184035,-1375154,205,204,201,198,198
329426340,183553e3,179078e3,9767e4,104247e3,14328e4,6934e3,6001e3,7109e3,259e3,49e4,739,764,685,582,541
329427439,713544,689536,503760,464532,406655,-11079,-11486,-133160,-34806,12635,6,6,5,5,4
388366452,2208261,1988228,1713749,1977006,2280406,694313,550999,146114,406307,70371,1,1,1,1,1
388405086,2980498,2600038,6304651,8464348,8735030,163508,-1666632,63948,4050572,1535110,3,9,9,10,14
388422263,13854952,8859253,7575747,9096614,8706626,447547,193781,213711,144606,352428,45,43,39,36,33
388428252,500269,213357,185501,187364,249119,56174,-55341,-50838,-14389,6571,3,2,2,2,2
388465890,9736874,8980594,7526123,7905317,9942782,4293,-76242,-48898,28611,34066,28,33,33,26,35
388466849,195558,187630,198258,176076,172107,-1564,-5161,7424,3137,-5724,3,3,3,3,3
388481574,727224,751375,774252,758882,776117,7918,15220,19323,9836,10936,7,7,8,8,8
752306514,11156308.666666666,9327993,9151766,15172630,16078862,-25695.333333333336,71357,21790,71432,135812,8.666666666666666,14,11,9,9
431868975,44879500,46511680,49909670,53659950,53717740,181260,12530,110390,570,122120,26,24,29,27,28
431880996,289567,213027,189027,240845,268335,4468,-2675,11844,195,800,4,3,0,0,3
431935881,3571e3,372e4,4028e3,3884e3,3851e3,232e3,233e3,317e3,226e3,263e3,50,46,47,41,36
431949726,325911,279800,218335,201173,178134,8876,20202,8204,-18595,-3885,7,7,6,5,5
329475552,3555842,3334495,2796028,2243297,2725793,27774,26627,26120,28231,26821,3,3,3,3,3
329490734,710789,631356,645313,744699,686342,-4920,22,26321,67745,7721,8,7,9,9,8
329529614,1939234,2286606,2315379,2531973,2993070,99145,63449,48475,70860,192297,16,16,19,18,19
329541700,875170,931617,995402,903525,988514,11018,11712,20192,23612,5234,14,15,12,12,12
329627426,1362074,1593251,1589606,1241467,1298278,35785,39027,-68614,-82651,95330,12,12,13,10,10
327796009,11074426,10623183,10035712,8558947,7222286,335784,431340,259217,-317191,235066,53,52,39,34,30
327832739,403857,417184,425658,388849,345267.6923076923,29139,39075,48150,46257,42239.07692307692,8,8,9,8,7.384615384615385
384177556,10612804,13067147,11901656,14974777.09090909,15420626,179418,232917,222793,372006.54545454547,376003,15,17,17,20.727272727272727,19
384200507,1157e3,1241920,1224410,1169970,1093270,66e3,117e3,121420,103090,105950,18,20,20,16,15
384213070,10020815,10573693,11604922,10657864,10774232,427077,462217,405921,93953,244123,60,62,69,74,65
384231601,44079,91059,60882,50352,21160,50456,24684,16633,5261,-29208,1,2,2,2,2
384677654,1289e3,816e3,1403900,1675930,1590319,36e3,-67e3,21520,-11840,5268,7,7,7,7,7
753575695,1009752,2085362,3059545,2768938,2731666,54138.352941176476,335226,617685,507601,541949,7.764705882352942,12,13,13,11
432173854,1516385,1538705,2319991,2328376,2090428,24042,72558,129229,140546,154051,13,11,16,11,16
422792705,1048972.3636363635,1219888,1209665,1120708,1047979,26933.454545454544,18487,53715,-49160,-3361,7.636363636363637,8,8,9,6
422797951,265920,115640,99940,108950,97300,28780,5450,-810,-53140,7270,1,1,1,1,1
422825703,438666.6666666666,427080,471620,508910,537910,3360,10320,31e3,54270,54030,12,9,9,9,10
422835199,3440820,1614898,2044396,1390313,1361319,568717,220493,333345,-43209,19401,6,4,3,4,4
327919445,4810864,4045842,4791059,3884370,4971083,-117244,-29616,-40076,-49434,2630,18.666666666666668,14,12,10,12
327931978,12174316,11976189,11918474,12003429,12117833,361004,386026,50267,194698,237845,91,93,91,97,81
327963021,22036237,23908061,25749257,27455366,28284511,851472,853173,1109916,1545470,1203919,47,48,48,45,48
327993226,11052409,16829097,8899975,12242974,13363411,176358,224987,-346014,175528,23387,63,62,49,0,66
328025721,15928177,15825e3,17096578,18715617,22326233,654025,777782,677537,982852,1505944,71,72,75,82,85
328060892,809282,931564,876918,765501,759376,-102991,-100327,-41203,-75687,11572,11,14,11,12,12
328063961,541234,560540,622759,510505,463923,-16006,-34523,3,-39914,-63367,5,5,4,0,0
330013616,121399543,128779015,138973551,142673145,165676358,847906,923274,1106465,887622,1098938,241,249,251,260,259
330033044,1595422,1598283,1584758,1463991,1354382,-175,-8707,38709,41939,25965,6,5,6,5,5
330042912,7980979,8024248,7562668,8607953,8903837,170124,190621,-2960,226249,211170,36,36,36,35,37
330075847,187914,201577,212696,233037,229530,6766,2340,7357,13075,-780,2,2,2,2,2
330083486,9280060,10219600,9595360,9906320,11835730,320170,304910,113810,219070,66670,70,73,77,79,94
384234886,14084024,13967014,13861007,15310365,16651178,1248386,1070700,999638,1303086,1428131,80,88,90,98,106
384244620,3141840,3093540,3077250,3348650,3106800,62220,59540,81420,157570,144150,8,8,8,8,8
780079216,6029950,8427120,9046650,8144240,9359050,-158250,-56940,36050,-12440,5880,65,81,82,78,82
780094280,2859040,2641570,2096990,1833400,1932060,27220,16670,12260,40200,-16420,10,9,8,8,8
753367051,421500,632021,832447,774778,830383,25102.5,28355,5387,16140,34798,0.75,2,3,4,4
422939686,1238740,1555364,1734772,1718288,1492166,49703,143595,269526,331181,440050,16,32,19,17,15
422967141,32660317,32441180,25977006,19482896,23623828,70876,67651,904368,963543,805190,111,102,89,85,0
330130162,441e3,391e3,322e3,37e4,234e3,29e3,3e4,18e3,18e3,18e3,2,2,2,2,2
330230871,408931,369247,449888,493500,445444,38629,-25576,28193,35546,21468,3,3,3,3,2
330233321,9911193,9663112,10709485,12702472,12180173,121024,-481089,-961182,-610046,-20812,63,63,63,55,57
330242298,591746,580593,643941,546250,666956,54587,17298,41768,-23470,35386,9,7,7,8,9
330319856,11030950,10941998,11287087,12001156,12400767,-457708,-566790,-914859,-720064,-527149,134,136,132,140,140
329814198,7424053,7312876,7184652,5879670,3748640,-1714813,-1711101,555729,-3793801,-3030369,57,48,42,24,19
381257583,1427524,1603205,1834516,1686343,2069923,24979,7697,-47936,-84520,-101236,6,7,4,8,8
381264688,58475776,67035480,62577925,50217643,54251284,1840919,-3301420,-454058,2615515,-1762032,243,270,244,204,217
381267707,779080,756150,738870,763950,812850,5870,24700,12870,1040,160,9,7,7,7,7
784475980,8482763,8858332,10232387,12319353,12832366,70441,217838,307230,306323,701330,17,19,21,22,20
423044718,4867883,5475210,8050265,4372068,3942229,499423,565240,807026,367828,384053,11,11,11,9,6
424546281,974898,1262604,1387662,1525525,1810179,-126909,93284,62869,141303,89096,12,17,18,16,19
424617892,507578,285552,320300,196734,228566,419461,5527,-113521,439835,32318,2,2,2,2,2
424619567,484187,549411,680390,333400,485550,74426,-109890,740086,-63909,1163,6,6,6,7,7
329833396,23961410,20148832,24201128,25068370,27828256,2311457,1354828,1821226,2213139,2802638,0,0,30,0,30
329836472,4427831,6298478,5791177,8644220,10920628,-186975,-114483,-311961,4832,138417,11,20,20,31,32
329956999,361607,400421,399286,421991,412401,101417,41133,23082,13722,32367,7,7,9,9,8
329074033,1063531,1107904,1107996,1277182,1213488,-29838,50901,10790,31093,30276,5,4,4,5,5
329096895,18319020,17709030,10585210,10851320,10787200,146350,215320,32480,141910,155250,46,39,31,35,35
329106298,8038320,8118300,8350390,8270040,7979930,-659560,-85160,259820,-233860,-20620,81,81,81,83,82
385147699,1018870,1247729,875796,990849,1147584,8134,60424,42668,52362,47885,9,8,9,0,6
384805289,417579,434233,407125,457252,308576,-63523,-32935,-10388,14549,-41422,9,10,8,12,12
788447001,39015,311492,436600,539924,746600,-12627,25699,46803,53417,72415,4,4,6,0,9
788530699,1751971,2916824,2939517,3057213,4823821,60354,71365,79450,73464,133674,5,7,11,12,21
424722130,52751692,60642462,59792352,65527612,68356706,-1151297,-5249310,1009001,-1162541,1432570,263,258,258,269,281
424756849,332e3,450530,564280,917610,896080,183e4,1428440,1653270,2189720,1726640,5,7,10,9,10
424809218,305560,318890,315610,314320,314470,159800,144040,152410,268690,134210,4,4,4,4,4
301242400,45806e3,40947e3,3942e4,38546e3,15537e3,-162e3,56e3,192e3,201e3,175e3,55,45,45,53,63
384928552,6029056,6433079,7404700,8941944,10270017,279683,355799,537434,611516,693077,19,18,20,19,20
384377339,1649300,1364791,1199513,1030564,1027421,15792,56146,66881,79459,71824,42,36,27,27,23
786620104,12090014,12434800,12738401,16007507,15575290,284844,375042,488584,698972,736109,5,5,5,4,3
786920520,14308806,16793589,13496657,11755700,13667295,204986,139614,148688,267921,280876,48,45,43,39,43
788056463,19390495,19020285,18917516,18334392,21705675,680333,108309,14375,-174121,184133,44,138,143,136,144
788056901,17857819,17532364,15707662,15582634,16274128,-267590,-367039,69411,-262745,-442951,124,129,122,121,129
788241545,2402133,2245448,2216153,2685867,2390999,97113,57058,46848,13816,44163,16,15,16,15,13
422095521,7137090,7734090,8655820,10112940,11263600,1332920,1689590,1987080,2630660,2744960,16,44,46,44,10
422139568,380543,1228017,674459,524274,253217,1926,29912,-40659,2125,-25625,1,1,1,1,2
301292892,55928493,59006198,82714232,71963649,69937548,3435133,2585314,3076260,2698220,1981563,236,239,230,235e3,214
301311452,16330114,18048479,17484589,17713455,17975417,686457,1135255,845411,943231,1216944,236,243,218,238,219
301312765,9665643,9029429,9768294,9347713,8922175,719117,869946,984510,914e3,856446,17,16,15,14,17
301364824,902142220,812922111,921823421,958654503,575234443,13145191,12248577,19511756,26115759,20318095,305,282,286,291,291
301500294,13255585,14104495,14712769,16293549,17571036,831027,865117,979308,966739,1259806,10,10,10,9,9
301501391,442325738,498654e3,584847184,625769e3,65219e4,17878605,-17626e3,8304549,35932e3,71251e3,1252,1686,1797,1775,1767
301589347,25170169,32463251,71300402,61584435,70364798,-72046,126516,2253422,471186,2436679,116,122,131,139,157
301765798,58308090,62407210,65738730,67232860,71243140,3330400,3934750,4582910,4791400,6033050,136,138,140,143,147
301772356,16470658,16158966,15264227,17309044,17220419,825184,659867,1033086,2251611,1330165,47,13,13,0,13
303845390,2108479,1174750,973901,928395,655858,73456,-55867,-32929,301,-129173,9,6,6,6,2
384428165,10277526,11199190.857142856,27597408,29011721,27296010,16673,220797.14285714284,219780,137665,-864681,5,4,6,7,7
384440970,765942,962188,939787,704322,681502,-18124,20104,-73555,26465,-41570,11,13,10,8,10
384458139,483504,466352,466154,434152,616451,4636,2007,17827,-10058,9192,2,2,2,0,0
385248778,113709,120522,126120,128837,131657,-11240,-6557,8551,5510,5391,3,3,3,3,2
385257902,553460,552380,491740,646020,653940,36050,34070,21930,74200,139710,6,6,5,5,5
384533196,18346042,20231692,22689395,19477239,22118111,331694,450750,480657,341774,351007,150,150,150,0,155
384536751,12543774,10325925,11399590,15269961,16998097.846153844,-235255,215951,566611,538279,358518.4615384615,336,263,301,360,309.2307692307692
384539904,2126877,2574032,3506457,4056723,3522895,11062,19737,86943,139675,60467,13,12,13,13,15
788509701,7899,26046,49457,71685.6,118563,-107,7901,9800,15333.599999999999,25490,1,1,1,0,0
