Siren,CA2013,CA2014,CA2015,CA2016,CA2017,Résultat2013,Résultat2014,Résultat2015,Résultat2016,Résultat2017,Effectif2013,Effectif2014,Effectif2015,Effectif2016,Effectif2017
431896455,23016075,21575918,20770723,17805257,18046299,349997,253804,449701,-329326,-637713,64,58,59,58,52
338812571,7294060,7501409,7541234,6930580,7822180,-276563,555278,603332,129739,367682,18,17,16,16,17
702027616,1517801,1479248,1339578,1349063,1127582,78673,112520,26727,-247150,157995,9,10,9,9,10
432936870,8313493,6301958,7536170,8630163,10887048,-240608,-64595,1272539,1413929,2129422,51,31,28,35,38
445396187,16157195,14748109,14791306,13459665,21269981,20268,-465009,383483,381028,1359160,23,18,18,17,27
479446163,1622245,1223031,1150473,1016080,738184,-143196,69185,-33725,-142955,-162104,3,3,3,3,3
522576438,1185554,1390184,1186200,1313665,1132601,56288,69590,50093,46649,8289,1,1,1,2,2
522588961,4050542,4037188,4073858,4071964,4049741,307058,213845,208679,150424,241291,17,17,15,14,13
449152974,874390,776917,866859,758549,825493,8111,-21614,18043,12320,18427,3,3,2,2,2
449160647,11406550,9435694,7155585,5181036,3843015,-2774598,-843645,-1875387,-1328739,-2101003,101,95,69,65,50
449202985,592784,554116,599782,595109,536076,15191,12711,-573,-19830,-2769,1,1,1,1,1
449207133,2023533,2151956,2540003,2833900,2960392,200634,288083,382824,181830,-3631,6,6,7,7,7
449212596,373652,344047,404816,396589,315225,5394,25291,29779,18261,12023,1,1,1,1,1
418407862,5632201,6244694,8929027,7111718,7314469,47591,45184,127603,177202,50592,16,8,8,8,8
418436002,32101626,32176658,30537783,28758545,28491465,-265855,-519445,-1101729,-1446481,205272,117,118,103,104,105
418482964,2295948,2316718,2401317,2330796,10876,-5387,-14329,46108,-41412,14988,20,18,16,17,13
418632808,2837208,808827,809443,5569697,6904740,2748768,1732804,1572896,2147835,3334867,4,7,5,23,27
572182103,17901346,18672193,20497438,18060806,16167359,1442768,1666263,2234626,1177281,662061,127,132,264,132,121
509834511,168e3,192e3,204e3,216e3,24e4,785,-49940,266,-72383,71642,1,1,1,1,1
331231241,13937230,14406590,15794040,16282060,17436290,267730,239500,343930,421240,341460,38,40,48,48,48
448762526,6738947,7395862,8481401,9445180,9374410,125761,51183,52280,49878,66058,149,1581,181,218,198
448764480,506714,509313,476166,580790,628961,31343,17708,12560,39416,51559,2,2,3,2,3
418678306,8390386,7905363,7468300,7553571,7487869,325270,456249,1431762,46981,-136014,23,27,20,22,21
420176406,1304136,1247759,1414585,1328294,1662447,1345,40642,72502,69663,152135,14,14,16,16,16
422032276,1349047,1320168,1329178,1344887,1422863,61073,56165,43124,49232,73249,5,5,7,7,7
422039792,1537808,1432624,1455545,1466019,1423851,73124,77807,68655,53210,65417,16,13,14,13,15
422044982,9948790,10662221,10739413,11467125,12640072,-100317,68794,-55519,72151,135185,28,28,26,26,18
423220177,2906173,1820022,1219720,1261661,550905,185008,-230970,-235616,83742,582,1,1,1,1,1
403715998,2102738,3524387,2958751,3255875,4119330,-144273,80098,52848,8782,166592,53,69,67,73,94
444733794,208038,211396,236419,239035,231938,51725,61715,62658,50044,7571,1,0,1,0,1
499899037,3224210,3132684,4352307,5449739,5998447,142251,151093,187990,142525,266846,95,90,129,154,173
448794495,6197801,5793144,7635961,7537494.461538462,7858279,187386,209271,336418,268580.3076923077,407273,133,4,4,5.538461538461538,179
447753591,653690,737510,746140,747170,954200,57290,53510,85690,82520,48180,2,2,3,2,2
445386212,12590994,11403267,9217315.384615384,10216012,9190097,446807,274760,87476.30769230769,30637,38758,50,48,44.30769230769231,48,46
445720568,17850354,16018177,16309014,17080845,14135921,271106,111994,54334,176526,-55083,54,53,57,58,54
446850075,15037001,16887410,18262727,19241378,20053420,541495,431999,509049,329634,19922,30,42,44,50,50
423298447,653815,1648730,1621815,1247115,564429,-160193,27659,34932,-108743,-92107,2,2,1,1,1
423299551,13080289,12808533,12406163,13533846,15359902,462239,226836,-52649,234880,306302,32,33,32,31,32
419835111,3494138,3591194,3694851,3911191,4033242,431184,378152,367875,451081,550200,60,56,51,45,45
528247851,40313,38472,35151,40476,38526,2700,1670,-3250,-2903,3158,0,0,0,0,0
447477084,376e3,353e3,357e3,443e3,365e3,-1e3,-19e3,-2e4,6e3,3e3,3,3,3,2,3
447500125,298747,281498,327211,315255,325366,6528,-4664,9793,-9862,-251,2,2,2,2,2
449434323,12022940,12519630,12697890,12766137,12887174,1066356,1608506,1575054,1337192,1365007,89,99,212,112,111
449454719,965e3,1011390,1049370,1028720,1143030,9970,37330,75040,88180,97270,9,9,9,10,9
449475433,614190,571934,712590,631809,553175,40598,49156,99508,51361,52073,5,4,4,4,3
419928486,204330,195461,182513,163801,163282,28784,24706,28930,2674,17504,1,1,1,1,1
419992706,10698219,8276605,8166040,8544045,14440968,469399,562091,308892,240931,-638101,35,35,36,38,82
420020539,221849,221956,193090,216054,234250,18156,28396,25133,28496,21092,2,2,2,2,2
453136640,4140183,4084954,4215916,4193565,4461581,375975,390714,662609,830694,714248,46,40,46,39,39
453815961,905159,797502,909544,909990,960200,15492,6602,92611,51597,155293,13,12,8,10,10
341281624,195454,228707,293441,424839,375991,887,7715,36332,44974,-7323,2,2,3,2,3
439508771,561776,471287,713755,657268,474546,-17165,-14943,35166,62859,-54712,5,5,6,5,4
477789945,209471,239358,211810,226091,217456,13953,17825,9745,6458,11506,1,1,1,2,1
449529924,1621228,1914462,1739230,1865286,2049367,35701,89342,90338,113207,171302,16,16,16,15,13
449542349,918425,858363,876095,881183,841922,18021,29498,30887,12252,9168,8,6,7,7,7
449582824,629231,605847,649186,641326,547300,200492,57369,521611,919797,750842,5,5,5,5,5
449587500,9057113,10126650,10863513,12173285,11489072,912670,864978,728732,1022550,993358,120,144,164,172,167
449596667,185709,206702,203834,202810,253874,-9675,15297,902,20120,21952,1,1,1,1,1
420038754,885167,1039819,1072963,1145140,1165746,-23730,52259,66211,100148,106062,9,10,10,10,11
420043390,1045240,1119427,1142804,1093794,913153,-2751,11656,608,1854,39722,3,4,4,4,4
420068777,859031,945997,987345,1087268,1120097,42399,29259,53859,54500,56224,45,22,22,52,26
420105736,741766,840425,837355,1100964,967330,30058,33032,24559,118714,109496,6,5,6,6,8
423376003,454340,415810,431260,440160,476480,25500,30960,39750,960,67520,3,11,5,4,3
423377951,932e3,979710,1067690,1524520,1284360,28e3,21770,-28960,57150,20340,6,6,6,6,7
423381581,1860755,2121578,2617572,2304623,2280199,-100141,-79782,109534,103225,141744,20,22,26,24,19
519564397,132405,258473,268390,573190,288918,932,29114,31979,110413,42996,2,3,3,3,3
383020179,2741878,2493339,2227998,2104243,1937093,362701,328077,343127,225342,239413,15,16,14,13,15
388271439,2714880,2482560,2457424,2393260,2589270,42670,13720,24544,12560,-48030,24,24,19.200000000000003,21,19
527814222,900360,904716,901240,1043621,1248525,42386,24206,15190,36228,69298,3,3,3,4,5
527573141,41680331,52713742,58642969,67574950,78218105,1261497,-4279348,13956409,-977892,-20903065,82,80,83,87,107
492872189,1725544,1941825,1755876,1417013,1694604,285291,411783,-10637,-225297,331059,14,14,17,15,14
448132506,895086,1589462,1170622,1266901,2761206,582536,406264,444621,1499846,1298268,7,6,9,11,17
448155614,10093050,10101100,11276090,13936200,13066300,1008010,883760,749370,1140380,929620,91,94,94,18,109
448192930,363303,393708,362857,399917,393356,1595,41501,17447,28577,14543,4,4,7,0,6
448198002,1796140,1291854,1380373,1575801,1895779,117928,65186,71868,79850,107901,12,10,9,5,7
448182287,331788,323910,338599,345435,365360,51822,50364,25952,48251,41341,0,0,0,0,7
421434655,8814159,9913100,9989806,10636234,11696588,50321,261289,88684,179692,580575,11,8,9,10,10
421443656,301e3,265150,304870,275480,340950,5e4,33980,39540,18340,37340,1,2,2,2,2
421454406,486654606,384748953,373688523,287901105,231751726,-58140681,-66146742,-25371239,-137276569,-76217345,721,687,676,626,642
421487281,27164335,29843506,33205913,33198573,33452226,891534,203613,216062,198625,-481377,126,161,161,167,167
524458288,1092452,1010719,1492089,1326437,1524723,295178,193864,322934,165915,46086,5,8,8,9,9
400339826,2256599,2104851,2420291,2596727,2672417,131865,112966,102469,103065,156092,3,3,4,4,4
403093297,22225713,21827361,19982118,20766031,21321922,23331,124,-88242,-5974,-109989,112,107,103,101,100
414057513,835038,890494,895419,815741,986336,235585,199180,163453,100472,108596,2,4,4,4,5
527611867,237963,368770,274868,301711,318971,21514,12080,-12721,3957,8324,3,3,3,3,3
527636955,680753,567326,504778,551566,484466,37785,27739,27935,32730,-41347,2,2,2,2,2
527637029,169586,193282,224962,281384,334556,1158,11674,10995,10497,64454,2,2,2,3,3
523816189,1923443,1896719,1510949,2126038,2318593,15191,-724,52672,123209,-60209,24,18,13,18,17
523824712,3048140,2413190,2366580,4052570,7402180,124270,-192080,-556690,180620,481940,9,10,11,19,18
503848004,109279,100883,113345,200429,283920,3036,5558,21722,26928,16469,2,2,1,1,1
450450283,1132286,2033326,2110344,2129044,2183510,-787e3,-413773,-368977,-25955,-65743,33,37,40,43,44
450462593,23432190,21163866,20880875,18904258,19098651,235347,75510,177665,209917,268455,28,27,27,13,22
418888111,1866056,2195547,2356650,1853781,1962213,40852,62124,44729,-1217,88279,7,7,7,9,10
418920112,4516773,4787624,4903460,4420544,4072034,327702,530333,529141,341707,242426,4,7,7,7,8
418955902,3266320,3259670,2989500,3375170,3335420,89930,201070,201980,42070,34590,11,12,12,14,15
419077599,20424438,20575925,20446526,20019844,20391180,245523,259855,279951,500267,574249,62,61,61,58,68
419089305,36e3,36e3,48338,38035,36630,319369,-78279,-36197,-124434,-12970,2,2,2,2,2
449352137,4903361,5547548,5501969,6523766,6890970,193193,149133,187983,393176,591928,8,0,11,11,16
791263544,416791.63636363635,1972057,3189325,3316022,4828213,27897.818181818184,112002,136840,143776,193110,6.545454545454545,9,10,9,17
312904394,18473720,18200030,18752080,19513520,24095730,58490,46300,216810,270030,399670,40,41,43,42,44
585781701,9145659,10989161,9564162,8630435,8283285,92038,266791,120024,210034,109960,69,71,80,68,74
524116746,733662,855149,1490578,1163978,1183596,40544,23415,36759,51179,30268,6,8,10,11,11
527974687,67826,119017,348005,947283,993264,5218,9841,20257,46107,8245,2,3,1,2,2
528002702,245942,288297,282099,229774,336239,-29391,-43563,2702,-42978,43486,4,1,2,1,2
790115786,165072,1697497,2173137,1962904,1778400,-479060,997531,186796,-625060,-4113181,8,5,5,5,3
501943757,530433,509102,693388,679768,590454,13564,-43799,-54018,7027,1173,2,0,4,5e3,2
450733308,13417609,13664362,14491891,15675401,18775530,210570,99489,226050,258515,268158,32,32,33,29,31
450785027,2746996,3064498,3539615,3924174,3954150,255323,295032,482300,574927,433244,21,25,27,28,29
419126651,1119583,1214955,1289735,1217539,1817443,28002,40209,45225,48748,116798,8,8,8,8,9
419215967,3294241,3257657,3464496,3372790,3476644,154927,94026,163666,116311,239338,45,45,49,47,48
419222245,79946812,82600529,80426625,73076189,68978322,4343776,8806887,5330994,6442448,6505883,424,418,408,396,356
419283155,3276751,3092770,3307908,3136175,4007758,189195,99251,-43308,94739,222971,21,22,24,22,33
419293972,5961e3,7159100,8001360,8695910,8952660,-113e3,345500,268540,1330,147600,241,268,342,294,367
333867513,6599610,10336780,10886400,12296700,13804980,1389530,443580,531600,741520,1195560,56,54,59,60,64
501505002,30659170,32064726,32684506,31310600,32384452,-300887,-1162671,-3103616,-2219491,602117,194,225,223,221,250
503832271,923390,1077070,1185570,1058250,1189540,-50970,-62890,-66680,-60990,-97990,4,4,5,5,4
528074651,539201,632248,1052222,846338,630339,30782,28224,52471,53853,10753,1,1,1,1,1
528108293,1050699,1200078,1166422,993259,904450,24110,81725,81193,-42939,14133,3,3,3,3,3
528109820,247171,319729,372361,527504,494154,13176,13919,12838,36395,18126,1,2,2,0,4
528741416,132369,131190,136771,139630,146267,2275,-1510,-6,1151,12840,1,1,1,1,1
440271039,43934030,44742070,43741410,41823150,43092120,-253650,-2111390,-2501480,75350,1625620,134,135,129,119,116
442492583,1064843,994097,990348,1536410,1914814,-1168397,-1046899,-1237753,-477627,-318535,30,20,21,19,18
503578122,121972,117829,148156,125730,119410,-6518,-11082,4636,3496,4756,1,1,1,1,1
450805023,149700,157390,157150,130560,143590,-12230,-6500,-19640,-18830,-21810,4,5,6,5,4
451324560,310449,277933,268224,266960,267037,21842,21146,23290,19511,16789,13,2,2,2,1
451339469,4025429,4073658,4164784,4777712,5345741,342328,464806,332565,284353,407969,9,9,8,0,0
419449202,980289,927924,792441,825052,922912,-6606,166277,-7169,300266,434733,3,3,3,3,3
419468251,19415190,23714210,24391555,25573333,27213123,1342434,1311752,1541230,1248763,1146154,220,268,291,315,311
419518626,18181794,17641602,13790617,12391062,10610567,359947,388496,320760,296805,292603,26,26,23,21,11
378142665,1843640,1827080,1369801,1320179,1306511,149238,173674,46062,93905,104257,0,0,0,0,0
528187032,316984,279625,277419,331679,242139,5805,30249,-6938,29627,7969,3,3,4,4,3
528229099,1810637,2641980,224991,2526296,3001403,93854,257465,148292,149546,102449,8,9,13,16,16
401162201,14753843,16567699,16647982,18506659,14404186,417587,468699,1292447,890330,-725156,42,42,43,45,45
432518546,1466e3,1586e3,1572e3,1745999,1455098,1949933,1638476,283515,1884406,1211165,16,15,15,15,0
451376149,28271442,26472804,25899131,38956796,42667477,443184,340869,340841,492245,413881,33,33,35,34,42
449863349,4059333,627226,2656558,732892,5713781,965817,11153,-22306,50455,533640,0,0,0,0,0
449872837,237606,215022,234182,231540,243602,3548,704,8087,5107,783,3,3,3,3,3
449893270,185951,181870,204571,308927,300266,29665,26133,47408,72165,73454,2,1,2,2,2
449894963,425e3,367e3,43e4,484e3,382e3,-9e3,5e4,3e4,21e3,9e3,1,1,1,1,1
449897552,1558310,1450048,1520676,1518802,1507670,50260,57371,57336,42742,-13768,20,19,21,20,21
419548516,799430,747450,780493,728880,723260,58560,-634770,-361384,308100,544420,9,9,9,9,9
419555669,323247,345741,292219,289111,332115,-9195,9098,1663,7216,26504,6,7,6,5,7
421499088,426708,512117,631617,873319,797785,65606,56744,47409,92969,63989,5,5,5,6,7
447519687,752963,743683,677157,350338,350876,2214,-44,167845,-37977,-8426,11,7,6,5,5
495366619,17804378,13782683,11431932,14422716,12917731,893052,615792,20553,586878,289904,6,6,8,7,6
489047126,544e3,544e3,544e3,219e3,3e5,556289,512830,125860,901830,118068,1,1,1,1,1
528415961,6978888,7809755,9423417,10454619,8620912,33483,77101,103340,156257,-105203,4,4,4,2,5
528433337,15871877,14077105,14110408,10582966,8973596,238144,166821,14815,-194467,-185490,39,38,39,36,29
512472606,1317799,1236250,1294682,1273354,1238677,10072,8712,-18723,3536,8582,6,6,6,6,5
449921840,1123120,1058315,984696,992661,978443,79572,13022,28316,43102,115914,6,6,6,6,6
449952696,328443,314772,289812,211357,202582,74830,93578,70353,24282,25103,4,3,3,3,3
419325204,181161,252186,371622,409195,443064,3978,10316,14569,5605,30260,1,2,3,3,4
419375902,218569,192312,161690,155980,151330.2857142857,5880,6453,-14028,14054,6326.5714285714275,4,4,3,0,0
419388996,6256250,3703020,3861390,5435660,3393790,3234330,421060,-5848020,3015420,2144760,48,50,48,50,49
419411525,538e3,574e3,592e3,592e3,592e3,1023,2317,29565,16546,50625,9,8,9,8,8
483348769,565874,596440,596363,544232,571913,50687,46564,71951,63408,45104,6,9,8,6,9
301711628,4838235,5974148,5891182,5717516,5064222,142056,371137,364386,494910,88558,45,48,49,49,49
527953392,4551141,4073330,3849731,4014192,4095046,43723,28842,19927,19668,13227,16,50,50,9,17
382102424,5751809,5916296,5769012,6311040,5725615,-104901,4439,21141,19796,3661,10,10,10,10,10
387651540,4327580,4564244,4247341,4237866,4625533,112110,229580,189966,74903,173543,16,15,14,15,14
394638621,260790,278940,343220,308930,318990,562190,171610,896920,171560,1867390,5,4,5,5,5
421382375,230040,179144,198148,229067,288102,2013,5780,2764,-12489,4983,2,1,2,3,3
450046297,8525353,8879974,9564794,10602255,9853741,72939,10773,65492,162710,166040,211,222,217,266,245
450059001,980920,979031,3484095,3424147,3888773,156961,156665,196733,157246,280862,15,15,49,42,42
444768550,43010162,45590162,48427517,48542938,51647872,2678762,797732,2905558,1680803,2869225,527,542,567,563,606
444796817,20754838,25720630,22708093,25079462,28358987,1388408,1938447,1522104,959082,1362957,15,16,18,18,20
421615121,335702,269700,295986,306668,307861,-291,-8303,2907,2729,12111,2,2,2,0,2
431327048,366011,423889,496453,560259,623497,13896,21011,18101,4288,32526,3,4,4,5,5
431460336,1051697,1225112,1403076,1618870,1943306,83312,144708,168389,310339,207020,6,9,12,14,13
431467760,21618131,22148665,35186884,41014056,39947364,1070128,1908407,1732458,1135628,867164,18,26,45,51,49
429246580,330593,319314,351375,312016,297108,1193,-19983,1282,28652,-10980,2,2,2,2,1
433879061,3373704,3813323,4899751,6093380,8095176,157353,299360,342379,735e3,-1206795,35,34,33,45,46
326832151,3339491,3181061,3126283,3324836,3338201,77734,86059,53095,95437,75055,22,20,20,17,18
351656681,934346,933949,882411,802647,842150,78864,87435,92901,67433,106235,8,24,14,1e4,10
527250088,32192049,37056544,40164254,43424721,48767580,779773,1240305,2146705,3244760,3561237,168,169,170,170,167
527471684,1005660,957095,907683,858706,846004,-170786,-105159,-167203,-172046,-59734,3,3,3,2,2
527500698,9994,38894,48501,170820,191330,-52302,-40962,-43510,-43870,-59860,1,1,1,0,5
481485126,886051,652335,728765,628993,558081,-5372,33701,57284,11626,33097,4,3,3,3,3
444865885,1247722,1846254,2405525,2530638,1601818,36849,89277,63885,-30257,55402,1,1,3,10,12
444889554,2116390,1806810,1711020,1629850,1811820,30280,18650,13200,307980,312550,16,15,14,15,13
431551498,535887,607265,669439,553995,595990,33402,25171,11950,8114,40317,4,7,7,5,5
431606425,9595167,10148125,10838223,8005699,9637310,11229,200667,211637,-627325,124816,71,71,78,79,73
431616382,14703989,14284537,15504683,17286139,16670554,258810,1161782,984196,1135486,92995,50,47,44,44,41
431633452,8331565,9321365,9630210,11092972,14110549,1559339,1821809,1847670,2048168,2959090,11,14,12,14,14
431661628,4769999,4418995,5169217,5950196,7430264,112028,-33606,-124465,286510,329738,23,25,25,26,32
615950078,556802,405118,231848,351043,428541,3760,21248,-7489,27011,64140,5,5,6,7,7
672003803,3988225,4021014,3868641,3958592,4800798,-19164,-77304,135949,71489,113019,14,14,14,14,14
523301489,338113,394123,293720,224863,238128,4627,11375,35717,3722,20797,4,4,4,6,4
481556694,41097,37529,38054,35527,35177,1450,-1194,2528,-7588,279,1,2,2,1,1
444932750,1009694,1083738,1076614,1339548,1194115,606,43928,38100,52503,833,7,8,8,9,6
448568212,6802233,5664570,6417912,5016146,5246614,188136,489085,419970,58237,319356,12,13,11,11,11
448586339,835836,1251824,5593407,16259153,18163604,266397,608320,759358,1178972,1697110,1,1,3,4,5
448627570,7411028,7908542,8354702,9107804,9650386,299272,337614,305905,227714,178109,46,43,43,52,1
447727330,44817,44817,44837,43344,45590,69891,201987,-15828,124430,-106080,3,3,3,3,6
432250223,3805205,4045114,4185373,4432522,4331366,4302970,229467,285225,409506,433104,14,14,14,14,14
432292464,428497,544848,527618,648629,663720,8862,20290,13383,14578,17563,2,2,3,0,3
432303261,6963808,7076713,6850322,7273878,6599079,361386,329052,360381,308890,326607,39,43,44,41,45
432326601,8740416,8678222,7956781,7104188,8122542,555240,606082,576699,432615,531701,32,33,37,35,42
432376267,311972,373117,471788,538758,681540,-46399,-23822,72095,27600,15514,8,7,7,8,8
351960323,14674870,16360010,16301880,17253220,15319790,168930,240230,292800,487850,506220,45,45,44,46,46
352519060,189424,194197,205200,215867,204729,-37686,-16281,-11956,3672,41315,5,5,4,4,5
379610702,151472,129439,135554,116576,105576,29969,6341,10220,8602,-6797,1,1,1,1,1
392583563,3121222,3282697,3406734,3030513,3210783,36360,35737,-188489,-43221,-23702,6,6,5,5,5
510875438,215808,288950,321645,311977,278467,18228,37832,39385,35011,35835,5,7,6,7,7
447773565,9e5,0,84e4,923333,1666667,1229376,0,2231950,2390453,2844080,3,2,2,2,8
447775859,295331984,272236338,273814893,195539887,-779952,-10441865,-2002092,-17306856,-22214347,-3110189,278,251,223,144,56
445172034,2480132,4656936,4872487,4883600,5902608,588721,19170,81106,-135533,-114428,35,36,34,31,31
432411783,5019105,7297759,8098307,7564049,6106662,-742094,66726,-20488,217466,155262,11,9,9,11,12
432413490,2207978,1744498,2033676,2401952,1678750,82428,42542,55667,13325,42487,13,10,8,9,7
432420404,92872,97838,85447,90846,85838,-1371,-1564,3420,-9820,-5936,3,3,2,2,2
428902746,597590,636005,637645,678504,676350,6344,2409,18162,29712,17677,4,4,4,4,5
428921324,533152,535738,550562,552689,562819,69816,33238,11182,50521,49223,11,9,9,9,11
510467228,5364560,5051571,4638836,4175755,4993822,269922,316106,14238,-544462,-501285,202,178,178,169,206
523431492,194704,200481,180576,168230,157587,7088,13800,13073,14560,13255,3,3,3,3,2
310592589,5554755,5911186,6794520,7282563,7490114,145880,-314012,-250566,271284,397225,57,61,69,73,75
335202826,3068900,2890560,2661631,2704690,2987490,38040,81420,11656,71080,155440,8,8,8,8,9
341351153,723770,567800,453220,475190,489880,30950,11090,5900,13780,9940,4,4,4,4,4
350425260,3124789,4768936,3845684,4995660,4507716,450370,26670,20806,46030,64204,27,29,25,26,26
383885597,663179,600312,579994,583254,592523,76750,80467,28652,-19995,-66088,6,6,6,7,7
384549754,214160,161423,135626,121776,222672,20338,7497,-7776,-3225,12356,2,0,2,2,2
445201783,4573692,4196325,4035974,3899339,4514285,-407891,-467137,-448516,-469114,-203830,74,64,64,62,63
445224090,14681890,13777079,21200237,49142818,65972832,5435697,4625779,8375632,20960308,24294048,16,16,17,24,28
445234065,316512,293066,356844,326373,335255,33930,31558,33861,48392,28646,2,2,4,3,4
445238165,619170,606290,470330,503340,431940,3800,18050,-15550,17800,6780,4,4,4,4,4
448236703,761283,711621,696998,558456,599957,18686,55240,-23958,-26173,-30382,14,12,12,10,10
429079171,19405918,29865164,31693819,62181863,68841517,1454348,4431545,4147960,6383487,8839500,45,40,365,402,453
422225813,3278773,2653596,2530241,2233712,2166150,219780,143278,144316,103062,72781,160,111,116,118,111
422243402,7900950,8045904,8712496,9444936,9999742,-48736,15747,54575,7243,-763152,37,34,135,37,100
422246009,694125,632087,679391,712513,705359,2935,18215,14565,19774,12663,6,6,7,7,7
307150565,4045200,4158830,4054060,3649830,3524200,113160,145890,133150,149420,104470,19,18,18,17,19
311962062,3919335,3187713,3512916,4316098,2842645,-216618,-224462,198506,-31628,-18382,38,31,37,43,36
318265295,39661246,40852542,46417707,51399279,53550127,264181,225483,299734,305612,327648,64,68,65,67,69
319392072,919709,988453,637460,799917,1060765,25778,10422,-89343,2282,-297949,7,7,9,8,14
320528615,29082474,30983113,31756460,33048622,37797490,1943591,2414600,2536001,2265851,2530078,0,0,147,0,0
323647339,460606,475511,609436,612719,661229,3503,9359,-11376,21452,100,3,2,2,2,2
399002682,4884814,5145067,5149145,5284568,5166984,-7834,-5037,33e3,28418,38324,10,10,10,10,8
448291179,4508724,7822864,10450090,14285615,18642240,-143487,359637,440972,576731,123690,54,52,109,140,149
448307207,9734601,9156449,10159671,11459761,12971102,-871953,-775235,-494505,-120562,93204,6,7,8,9,9
448310771,27766e3,29307e3,31610260,32823390,40188132,484e3,296e3,562340,569020,683838,29,29,34,35,35
422363796,852730,903753,973897,1020783,1027913,37406,20344,36734,10174,31343,3,3,3,4,3
351678271,4574372,2501851,3986686,2666053,2686836,346710,32725,50239,3879,57758,18,21,17,18,22
390272706,15076116,16911774,20538381,21044160,17339288,108381,-17251,254776,49421,10553,20,22,23,21,24
442623336,1729010,1800062,1926297,1998203,2198958,150453,175053,187477,216596,230797,9,10,9,9,10
443611264,197029,208895,199292,194636,212034,5243,11073,9637,-711,19042,3,3,3,3,6
457507267,150513e3,135598e3,131829e3,128645e3,127458e3,3336e3,4347e3,5401e3,2908e3,2748e3,951,805,796,777,762
531399665,187642,210396,197671,247809,237047,138,3820,-24156,5828,-6302,2,2,2,3,3
531414076,1506418,1122232,1061246,965040,789070,-333901,-44777,-99546,-24492,30226,15,8,9,8,5
442275699,90327,119307,109449,94019,111297,-6034,11832,3586,-17704,2010,2,4,3,1,3
448458976,2390229,2551597,2850765,3018546,3162964,162611,42463,55631,-18365,224744,20,20,22,23,25
448510834,4009353,4806891,5437292,5586523,6965603,171998,221667,405300,632364,336448,15,13,14,17,19
422443788,1055990,1429144,1279923,1024080,1154210,22154,60475,78340,69906,55694,12,13,13,13,13
422471292,3856907,3890037,3874574,3941386,4209785,386455,411052,240669,308612,559470,57,52,45,50,59
403140866,14839938,18898408,23298635,38134044,33660473,738197,543884,948677,1595007,1209405,26,26,27,31,33
530790021,3557703,3492821,3181998,2717679,2576316,71311,21678,42612,24454,29753,30,28,31,25,23
530831403,2096127,2201103,2581156,3006039,3246402,67863,64154,36329,180991,153097,143,144,165,195,195
447518432,4469080,4212701,4498568,4316899,4425416,78722,80144,82171,73123,77788,21,23,23,18,18
448011064,1333180,1582590,1378190,1898600,1843410,39240,41640,22200,61320,62130,18,19,19,20,22
448058909,1759973,1668485,1635233,1860451,1788578,41348,45245,42902,73915,52645,1,7,7,7,7
420512071,1653737,1885971,1828624,1864592,1856823,27515,-109550,97308,72590,65146,7,7,7,7,7
420544678,4563070,4412377,4563210,4689344,4839715,1206577,1270454,1523308,1376965,1207604,41,37,33,34,36
420545071,14551281,13592537,11485577,13310008,15965609,926136,837004,377290,857558,1409603,100,99,100,95,1
531164572,2419699,2254442,2240677,2102333,2096806,154286,66625,10430,12407,-79869,7,9,11,10,10
562113688,22229699,24355711,24880368,25614927,27106672,63456,84472,64194,157425,170474,28,29,35,35,35
447649922,13593700,13800617,13986048,13585495,12976833,281866,181013,681717,773829,814215,101,92,98,99,95
447717307,266950,256230,241580,233820,249380,565940,322990,585930,67630,48600,4,4,4,4,4
420689473,85082,44241,279847,347131,405586,342731,-68241,-49937,5006,7023,2,1,4,5,5
420705121,1000306,1104221,955760,831225,903863,162667,87129,13716,7293,28576,8,8,8,7,7
420714792,91263780,79144289,85478500,93536934,101564588,19721605,14431495,9832538,10829914,10789548,915,844,785,811,868
420735656,18848372,19376766,19834674,19440242,19803901,205666,334930,322384,341946,426781,44,51,53,55,54
421172313,36431050,48895580,46803070,48500600,57435200,1235390,2593490,2686450,2435560,2452547,455,559,598,719,801
421186438,274329,268238,265886,266128,273853,19374,36432,25999,39596,238132,4,4,3,3,1
333759736,10167339,9187443,8672988,9364573,10502681,152875,-129845,228545,69356,145139,26,25,24,26,28
542005970,18092896,17533435,16481018,15994600,15044496,-116601,-183450,-1696790,-1040777,10045,87,82,75,66,64
612053900,1515077,1519997,1524692,1463862,1433263,103503,247171,153091,-124786,-19400,3,3,2,2,2
716320619,196726e3,189822e3,185579e3,189977e3,208943e3,2461e3,1235e3,928e3,1578e3,2358e3,693,701,759,743,733
530691773,3187653,3197903,3573918,4235080,4165452,-547009,-1054606,-1110449,176358,135953,30,29,25,25,31
530713478,89150,79188,70219,72072,64542,1435,-1559,-3171,1554,2,3,3,3,2,2
530757939,249217,249360,218723,217663,195941,104,269,53,6511,2093,1,2,2,0,1
538551755,108443,153645,233666,228197,263493,12754,2244,40791,26086,32288,0,0,2,0,1
612034595,728502,731248,650657,733120,698331,2919,3301,-108623,29634,-20254,7,7,8,8,6
449642297,3265148,4251288,4981943,5843325,6257723,60051,107826,99564,32892,20408,10,10,13,18,18
449650076,0,1383720,1311750,1358110,835420,40670,65470,77830,54790,21700,8,8,6,6,3
449699073,619016,618663,861092,1021065,1047719,13969,40038,35308,38069,11891,1,1,2,4,4
