Siren,CA2013,CA2014,CA2015,CA2016,CA2017,CA2018,Résultat2013,Résultat2014,Résultat2015,Résultat2016,Résultat2017,Résultat2018,Effectif2013,Effectif2014,Effectif2015,Effectif2016,Effectif2017,Effectif2018
312330590,9422230,8891105,9153056,8112470,7685579,9711508,498313,396245,262981,349550,342111,351920,64,64,58,56,56,56
377850326,3828320,3197760,3281010,3645340,3433390,3804210,162210,88090,27210,125200,127030,99430,8,8,7,7,6,6
311337240,2052081,2195023,2172264,2229654,2411429,2993796,340019,274034,1779711,785321,995576,1036158,43,44,43,43,44,49
312667199,10289011,10382159,10137833,9838428,9721035,8633794,1418798,1490116,1249038,1211237,1060903,839323,46,44,44,47,44,42
309420420,6952110,7053650,7145600,6616570,6378530,6502093,69360,103250,226250,231240,158480,35998,36,35,33,34,33,32
524297611,865316,935307,933008,949275,725464,592155,48959,30346,52367,66812,13303,-48815,2,2,3,3,3,4
308187418,1683191,1679816,1784100,1939287,2034068,2104412,234307,245740,264009,320926,284937,235840,19,19,20,21,24,24
308276088,28541019,29449432,29138119,31296625,33095793,34285773,2741200,2801930,1453968,3166030,2127480,3033644,47,49,49,49,48,49
498820828,57925377,58231748,59725952,28886812,46060487,55420998,1206967,1376036,1248337,645224,715415,498002,193,198,199,175,172,171
487579690,4455563,7864574,10735072,6532924,4268185,7292668,87415,250547,-90865,-343197.6,673945,247978,0,0,0,0,40,39
352351464,6799017,6958954,6960635,6961550,6967155,6024909,-17512,239005,153967,145e3,73502,-291998,65,65,60,61,61,51
352381776,1364819,1354738,1258817,1292730,805539,900150,67047,52702,48139,46225,26724,5916,10,10,10,9,9,9
499371433,2392361,2421332,2297466,2020531,1989128,2373981,31727,38404,36233,30171,-70225,48743,10,10,10,10,10,11
353541097,323557,444367,631929,579662,616993,685064,7121,18379,-12269,-11180,6347,88639,3,3,5,4,4,4
412459570,175684,170915,160319,186777,162115,177908,8545,3804,-3905,18427,-3466,7519,2,2,2,2,2,2
301211736,21908051,20172598,19045357,18266730,19611630,20432736,1184255,1340183,1061138,921811,1066841,978289,191,189,191,186,191,195
378515340,15873940,15767800,15208850,14387190,14483450,14726850,110480,165070,253640,272530,303700,308250,46,44,44,44,44,44
512723586,266874,271834,258667,245584,252428,244340,7320,19517,13517,8578,14874,5525,5,5,5,7,4,4
303816169,16687310,16335150,12725300,13493,13577582,12460468,17350,12230,52140,43,77584,35287,10,13,13,10,0,9
303375042,795681,796772,723276,717675,619131,449327,34730,38581,27654,29757,19924,17795,6,6,6,7,5,5
303375372,17663311,20540831,22366209,5657294,22278323,23818375,496943,543738,545202,87837,451163,608495,49,63,79,15,75,77
303410641,7622293,7795150,8473384,8898709,9679408,10235731,162689,1261338,250247,247025,253512,374044,89,97,4,96,90,100
303670525,2489180,2500310,2196070,1973730,1033590,918410,226300,221540,111740,1779820,84620,240980,16,16,14,9,2,1
528451321,218774,322367,373624,528679,728816,987980,1524,20137,25044,41398,14657,42799,1,3,5,8,10,13
377915251,6853067,6355594,7069905,8999001,8902514,10052988,5282,58410,141265,182477,212678,375165,33,39,47,49,48,44
305165532,9153665,9133623,9616457,10732213,11221504,11963161,1468896,1148928,874617,955544,1082431,1150414,28,28,32,33,33,41
527810717,5117590,5194280,5260580,5261730,5279100,5271710,183750,206990,264570,237940,204740,205400,21,20,22,23,23,23
378035141,5341017,5113558,5159594,5437691,4624011,5110058,119085,66323,114521,151580,112300,208107,16,13,15,12,14,15
318291697,2752050,2798719,2946536,2848411,3039679,3290630,180325,194428,261692,193797,256194,380802,18,15,16,16,16,14
499583342,292070,288970,272093,273608,253918,255766,1299,532,-702,3465,5604,7049,2,1,1,1,1,1
378150049,1520399,1391518,1538017,1436330,1566593,1620242,-96598,-13901,104798,7411,106448,89724,17,16,15,13,14,15
378153514,11517733,12797637,9781862,15504209,17475013,19228050,1059539,1618896,-3143916,3059261,3147832,1787380,45,72,144,73,74,93
378168041,6316120,6040680,5747680,5873550,6211420,5822690,-20290,-14144,28830,28850,29360,6430,46,36.800000000000004,44,43,40,36
317481620,1362590,1401240,1400860,1343610,1250010,1294895,58900,97010,111430,66930,71680,125700,13,13,13,14,13,13
317704609,7537476,7190270,7106706,7112563,7663130,7958824,21228,189076,117764,101260,170605,17780,17,17,18,19,19,18
317722585,2641210,2726540,2900620,2903080,3108900,3482080,10460,35380,34400,93160,115860,35150,11,11,11,12,11,12
383274842,693380,685190,728300,712660,691850,682060,67590,53500,5770,44710,49690,26210,7,8,9,9,9,7
383299047,962e3,88e4,997e3,1098e3,883e3,1242e3,28e3,-26e3,82e3,57e3,39e3,3e3,12,12,11,11,11,15
316808534,645907,649085,659840,659423,725128,739328,-11677,12252,6863,-1677,51390,50059,5,5,5,5,0,5
383171378,2776554,1989973,1725199,1863553,1943817,3097848,-404825,-214178,-128374,160578,-56927,38902,15,11,10,9,9,9
318734571,18025001,19355736,17543834,17826364,18911463,17964812,717257,797183,862208,825931,696556,753504,94,95,93,93,86,93
382868958,2511085,2096392,2023589,2001977,2058575,2085935,0,-78108,6336,57004,133816,82964,14,12,12,12,15,12
382952976,33952680,32370970,27654060,30760760,37354990,49961540,999840,635620,445500,666670,6409350,929320,35,34,34,32,36,45
383121217,1462446,1528508,1381615,1402373,1388035,1290514,42788,29679,31019,42944,55289,20551,4,4,4,5,5,6
529365496,927920,883136,1278821,2147527,1945269,1613860,-13782,78964,130616,214392,159047,-130102,17,11,12,19,18,21
492381157,47233197,47536225,52727667,66147835,74127896,85567799,3107117,3256458,3107876,3716922,6119503,7593756,53,58,78,83,95,95
500533807,288474,292654.9090909091,242847,358429,333315,225654,-1216,-3234.545454545455,14160,12262,-3809,-4477,3,3.2727272727272725,3,0,3,2
492920145,15958369,19028815,17859495,19297957,19788924,17219327,1024265,188373,2e5,192240,78533,-3980448,55,48,50,57,58,56
493181663,915304,927800,751339,950611,897008,1018104,34869,32756,24778,68162,54257,65989,4,4,4,2,2,2
351515093,12600449,12076378,12477833,13002808,13011872,14028788,91161,67020,202370,117063,243651,99133,14,16,21,16,18,17
500617634,1205420,1194920,1217030,1288690,1442350,1599630,33490,17190,17860,13660,16970,14710,15,14,14,15,17,21
500631932,6843746,8761769,10386487,11362961,13659445,13835322,903596,-1081315,716664,1891012,2195285,1993038,49,58,65,74,83,87
493214845,1088543,736290,920354,1151006,1072267,1360259,195961,62631,114962,161833,147791,270149,4,4,5,4,5,4
349797357,36558301,43252562,47675156,53616111,62414780,70806711,2142903,2745786,3121507,3771950,3702300,3675999,176,175,178,184,192,207
492453063,735911,808324,874138,899368,929351,943296,41014,29813,43246,5597,13501,8878,12,12,14,13,0,17
500585773,1090957,981226,1005874,974382,1053182,1125333,32735,23688,5985,-377,41219,71963,4,4,4,4,4,4
492269550,292505,382601,366203,369588,456843,325752,6415,8429,3728,23042,6154,2769,1,1,1,1,2,1
352513030,8385440,8096870,8343960,7570960,7768560,8827605,172980,13120,-88410,-64980,15910,-69918,60,57,54,59,59,60
352636674,14400,31e3,18500,22600,35350,88800,-50478,-44813,-58660,-45168,-61734,-32642,1,1,1,1,1,1
352650584,3703397,4521442,4691877,5680652,3832550,5835476,105771,212626,187879,148757,2803,95845,27,37,39,38,43,43
352657167,3009999,3120357,3269566,3360312,3492700,3560206,319721,310887,338683,358100,414962,425122,43,47,46,47,46,48
350106480,1414050,1425070,1347880,1339190,1463340,1505584,376770,259390,279890,261e3,318340,335014,15,14,14,14,14,12
390550440,6558100,6122080,5908530,4461550,4089436,4233290,55350,-349500,-358980,-368720,-642886,-10611,39,40,50,39,18,22
353984081,14906800,15862310,17691040,18695040,19903490,20002809,61510,96640,231990,185650,192320,868414,35,35,36,37,39,39
354061855,7819250,7371860,6113700,5755480,5473270,6244108,199220,660810,481330,456430,525840,451575,22,21,23,22,21,23
356501049,10490120,10942090,11546500,12157680,11296810,12359102,928640,1014010,1140450,1211400,1005520,1376333,48,47,45,45,44,44
309467397,7036807,7583400,7997577,7706529,7791186,7903175,-35341,161197,428199,388593,241199,323235,48,46,45,45,47,48
329880876,3124775,3027343,2815913,2742757,2761082,2636532,47419,49086,25270,11202,34287,8955,11,12,12,12,12,12
501661714,23466433,22652714,25436012,26523445,28065659,29453925,9199,712,14901,2514,16194,192704,76,67,73,75,80,82
494982549,2998727,3232700,3729727,3378239,3933240,4522367,264914,385910,583728,205679,348881,537352,54,61,78,89,94,105
330138439,1768199.3333333333,2787464.727272727,3501882,3705500,4126909,4465513,170860,271706.1818181818,311335,320142,363491,375738,22,34.90909090909091,42,44,51,56
330450057,428570,472328,355934,364540,320792,284056,15291,66386,7905,11292,20258,5765,7,7,8,8,6,6
500826250,501030,515490,495280,513080,489700,475548,18420,8200,23840,40460,22860,13668,3,3,3,3,4,3
790340004,387006,752944,647018,695815,809929,1051047,50862,24086,14051,30059,50686,136981,18,5,5,4,4,8
329371272,36256e3,37479e3,39312800,40969150,42242399,44372899,65e4,644e3,848650,1255460,884705,865659,123,123,122,123,122,122
329596639,15900169,13142291,13073064,13552699,10958668,8730895,1576895,1254320,1422374,1042220,1246683,1294821,22,22,20,19,15,15
501705917,165080,125455,131711,132801,142822,159503,478438,88530,85815,65715,52282,514976,1,1,1,1,1,1
496580226,298e4,2975050,2746530,2589660,2588090,2471170,113e3,63820,-89570,78270,5850,85600,19,20,19,19,18,17
498400217,106826,127796,116570,183302,227414,226046,2035,7070,8124,9901,15806,16973,1,2,2,2,3,2
331647297,493798,490435,476389,449075,448960,440802,-15327,11422,2709,-720,14,-18999,9,8,8,8,8,6
502154032,260389,279706,383192,484677,487194,468462,23415,21553,44800,41635,32444,5893,4,5,5,8,8,9
498494236,184589,166431,204800,134065,222174,177453,2068,15794,8869,25322,19562,21397,3,3,1,2,3,3
498496629,331e3,421e3,478e3,474e3,527e3,588433,28e3,39e3,12e3,39e3,22e3,48662,3,4,6,6,6,6
498531128,2515983,3049631,1971971,1910259,1453884,1014678,7684,3291,7776,3101,3059,-1568467,25,30,27,25,25,25
344201363,798262,636660,707830,562662,790602,783739,18560,1284,19495,8310,9122,32341,2,2,1,2,1,1
498279140,2993931,3891459,4168186,5421227,6021837,6229596,20153,73745,89251,270561,223540,814165,17,23,24,0,0,46
344298989,4819663,4865392,4536964,4339769,4533645,4468610,199401,344144,368501,406734,362933,392486,5,7,7,6,6,6
344326970,1210136,879494,936427,902519,927061,700332,96741,88698,102302,164423,91005,151164,3,3,3,2,2,1
503674061,325848,320291,330352,276310,327007,309643,19161,13776,2935,-458,-23490,-25505,2,2,2,3,4,3
344558051,339563,282079,826565,407253,408275,337821,2201,-11861,102410,38006,17920,5601,4,4,5,5,0,5
344586920,17070099,15745521,15686286,13773653,15721539,17765883,199871,99791,170389,20777,224652,396222,84,81,75,76,88,88
494812472,723994,1074316,870030,981704,1130637,1429205,36431,87796,10777,38240,58136,137888,2,4,4,4,4,6
348006446,127023328,139703759,164633515,220537333,266366442,319129850,606251,1479254,1627981,4478751,6889710,1335768,609,611,687,846,1010,1365
348108879,390463,416518,412170,444230,457726,465908,29256,45733,9862,13994,31872,13934,4,4,3,3,3,3
494856586,1003768,1131260,1275395,1517404,1564661,1584254,58502,95349,57306,46332,29813,36507,9,11,11,12,12,10
494881949,151909,149386,139181,148004,134449,131257,18900,18786,15660,8978,1144,-6922,7,4,4,7,0,7
344816293,8883927,7854322,10459530,12116629,10612659,10768066,42504,-655175,943274,797546,651453,470741,152,138,120,128,125,117
503598443,407479,477869,595719,640855,596536,708914,4627,1840,57810,-28342,-14043,25793,3,4,4,5,6,5
495194953,9746256,9647559,10402075,9704580,10990168,11211118,503916,378913,182487,172057,307813,304497,9,11,12,12,14,13
495222911,1085372,1026040,1379512,1060030,1431568,1831321,19129,19281,23334,-9776,12859,25484,1,1,2,2,3,3
347585069,94009100,99274090,107523140,109337090,124425568,115319451,3115780,1828140,2345640,1949150,1071247,-88878,186,202,218,243,265,243
484335179,201311,181670,125441,159920,160324,169725,-2066,2403,2703,17566,16099,3819,2,2,1,0,3,2
347712796,2439656,2950785,3012569,2768187,2930280,2656277,260997,310972,421789,279578,418919,241053,8,8,9,7,4,4
347746307,606960,681e3,717e3,744e3,744e3,1234e3,346119,213204,258391,229632,379184,758322,1,1,1,1,1,1
347841512,14099436,14940456,15140126,16569749,17300487,19325096,22272,44307,64597,146106,73330,102513,142,124,156,175,176,180
347860892,907638,871768,857515,837194,809338,852471,44700,43823,46369,41897,30949,57192,3,3,3,3,3,3
347861791,1317934,1680067,1617769,1612688,1640446,1666814,824406,874370,953201,982459,1029817,1359111,2,2,2,1,1,1
347381444,4045983,4486992,4452317,5477523,5028876,4973524,130479,159970,134729,246426,233512,132577,8,9,9,9,9,9
488174517,211326,346152,189685,233505,872448,161165,0,67232,29528,47527,71445,13315,3,3,2,2,2,1
344843743,29489607,29397942,28569381,28278362,29880007,29757213,533139,462585,1008668,748530,722514,714128,134,136,119,121,115,127
498107705,16367080,16771040,16540920,16884820,17816830,17921310,-751640,255160,264900,33290,158380,130020,50,100,50,76,76,76
332126309,15243581,12702367,13699785,13955697,16012258,15825625,683268,514047,398647,1059189,1500326,1461510,45,41,41,37,36,36
332139583,33683855,29115916,27597094,21748891,18436065,19239419,181810,-145082,72074,5872,112638,123224,59,57,60,55,42,60
498201284,349498,319498,279498,199498,307123,435e3,9012,15014,13259,11941,24466,16139,5,6,4,3,8,3
332453034,318926,315899,276428,284384,247935,251558,1227,8749,-6023,17605,-3135,763,4,3,3,3,3,3
335321162,3636646,4227084,3568129,3177865,3511608,4039245,163927,256735,35537,105645,87388,42860,20,19,16,16,20,18
335340279,6377505,6236827,5569702,5397557,6938264,6008627,393806,348483,371505,352554,388952,380224,32,32,32,35,34,31
335620324,14733728,15438517,14390590,16052893,17715416,18876108,371973,944798,846360,777053,713962,965557,86,86,96,94,0,109
497749192,903795,893606,1096890,1595472,1594467,2109257,32099,31242,20612,119202,25712,-297152,3,2,4,10,13,16
497782821,201820,259036,296050,355236,295285,380737,23546,32897,29868,31900,38957,39788,1,1,1,1,1,1
497786103,232086,255563,278986,242251,200301,127782,-3638,19764,13692,20357,-13018,-29118,1,1,1,2,1,2
336820097,10320399,10792745,7056324,10414898,12203167,14099037,186304,315250,10442,142459,67286,389404,42,47,49,49,49,49
485354807,787773,770836,849506,698475,667060,550611,70016,45433,31511,35824,32397,10643,5,6,6,5,4,4
334719267,19150170,21853150,22345560,22799920,24392080,26049942,36070,172180,205180,406380,423520,450432,48,48,52,52,57,54
334721271,1139420,1181280,1118600,1117500,1138830,1092070,67090,94920,95310,73340,66910,50610,10,10,10,11,11,11
497929810,150977,210841,121175,226228,66421,347882,21363,17483,7037,9041,-7515,4078,1,1,1,1,1,2
334079316,12599965,12922518,12354589,12075981,11197547,10390843,132777,-91576,12728,123290,-69230,77127,64,67,62,58,54,48
485520118,52126587,40830005,39023503,37417983,28845951,38396829,145972,354381,503495,469274,38464,87248,13,13,14,16,16,14
495126443,251727,287917,280612,332322,331318,341653,2818,7945,14483,37763,21167,14889,5,5,6,6,6,6
495129421,638620,599918,547399,548976,566442,607758,57905,53830,35745,17557,19592,18584,4,4,4,4,4,4
495158826,45126,47261,20302,30500,39138,57194,464,772,177,502,65,162,1,1,1,1,1,1
332223346,881094,931984,926680,903176,901524,911934,11459,12673,7013,6933,9128,11448,6,6,6,6,6,6
332736727,1395616,1480861,1585034,1764334,1664870,1546829,-55254,-120707,-82665,30612,826,-130988,19,19,20,22,20,22
331057406,6009645,7101775,9161970,10408429,12775321,14428544,800429,1170040,1073481,1834352,2352539,2146365,44,48,54,63,79,87
331066472,2738401,3086938,4047133,4550568,4909772,6911656,1141742,1213755,1748430,1662386,1619013,3098433,19,19,19,20,22,21
331192708,5163219,7101481,7222656,12205228,10953276,10716202,41808,83136,123172,64044,58513,79906,10,18,18,29,26,21
498726215,3941e3,3877e3,4005640,4015560,3938939,4101687,-338e3,134e3,465300,-443770,64833,89361,41,41,42,41,39,40
498972462,875e3,949520,914010,1010550,953130,957937,33670,50490,26e3,39690,21860,34168,3,4,4,3,4,5
498982784,643241,704716,656033,682918,684221,803270,9307,13575,39550,50057,40386,35548,4,4,5,5,5,5
339941635,470020,451759,438012,308314,280731,327927,16464,17463,106634,35091,-8215,6734,2,7,2,2,2,2
498909720,605515,323441,1528553,2252427,1845129,1458024,1637,1118,3297,6013,5069,5435,2,3,2,3,3,3
348724626,19198810,18174630,17814210,17286020,18112640,19181170,175670,295420,173750,39670,-184950,-76150,48,42,52,43,50,53
491212296,893520,972390,922170,849810,919450,937781,143820,169500,161810,155480,197750,162051,2,2,3,4,4,4
349269654,24300550,17430606,26935010,17576552,14613635,16154947,-5891309,-1340998,32105,-234992,471145,1847759,118,79,77,78,76,77
330752841,3890021,3833499,3863741,3739245,3832700,3748073,24883,25650,22203,9302,16208,18084,16,14,16,14,12,13
490750940,39750050,39383184,42316063,40249100,38722703,40943555,33308,83904,18357,3315,18568,20767,47,47,49,49,51,53
348496951,7338673,7702846,7783797,7909172,7551871,7160304,20883,27903,53559,142275,92780,145667,21,21,22,24,23,22
348621830,573116,601937,527993,518375,490368,469698,174025,137904,73769,92853,85165,6010,3,12,12,11,3,3
348651126,190290,201080,199680,175980,197390,174677,41290,-29990,-18840,-81030,-20400,-38717,2,2,2,2,2,2
339198749,2060263,2002129,1964286,1952550,2254475,2259860,8450,64371,77931,86289,68842,56837,1,1,1,1,2,2
490639929,663340,668180,651500,559420,582590,566870,50720,43420,67450,35650,56160,36860,3,3,2,2,2,2
490640943,1517970,1553050,2008850,2516180,2590930,2662270,70340,260860,-135160,-1970,-9300,191360,4,4,8,9,10,8
348140534,8435672,9975414,11705917,13006836,16433683,15120893,329376,347619,506673,463055,425614,399636,49,72,77,87,87,97
348205543,9942047,9094487,9787054,9185116,9826005,9591057,317669,195987,461990,397251,512325,402841,70,71,71,77,84,86
348269291,43191021,47156869,47774640,49119987,49469243,50055994,356924,442889,477957,854540,724029,903290,134,136,172,163,173,167
348321118,3858370,3808782,3494375,3689624,4168882,7729366,131172,209486,178389,191296,233200,171089,43,42,43,42,42,73
339662702,5718083,5849514,4898694,5625659,5493050,6149931,69612,87048,37818,63628,7588,70244,14,13,15,17,17,17
338630130,30669780,29525450,29338220,28626270,28446580,28339841,143330,101060,200140,155150,261170,162328,70,72,71,96,78,78
490681079,1113208,1558811,1669753,1811100,1241272,1701651,12732,36538,40546,62223,7341,22176,6,7,0,8,8,12
511447443,1871517,1495229,1490713,1903472,1959460,1275150,69310,57441,82374,49807,85048,66345,5,5,5,5,5,6
348966029,17771540,19009824,21453126,28341964,33092806,35952327,818825,843139,893343,1303278,1527961,1424531,28,29,32,35,41,41
349016246,2865536,2257109,1922091,2105127,2511975,2279633,26621,32630,21640,24346,22827,46453,19,13,13,15,17,21
349260414,9355577,9505304,9379181,10668435,12566831,11600023,190506,-19532,-325739,-951,558054,48065,12,11,27,9,14,15
338694664,7930345,8865282,6581206,12378756,8096846,8136331,334013,304776,82783,674146,624502,651721,48,49,49,46,49,49
338112733,171574384,163900538,175841504,232641737,210793014,278802702,484184,1462415,212657,2614964,2850888,1056529,701,729,899,1016,1262,1433
490453024,595676,636629,635135,671724,641673,723399,18798,35750,44806,1413,-18786,759,14,15,13,14,13,14
350529053,7892551,8017651,7694399,8057216,7896277,8379851,293580,296985,305070,240851,201361,292541,23,24,26,27,27,30
333160489,3082957,4066568,3132782,3199399,3200100,3500475,36890,251306,117246,97658,41191,-22936,42,34,36,36,31,36
349413096,2092497,2621581,2435225,3510556,2478538,2624499,292713,508204,148498,452926,184067,331235,23,25,28,30,31,32
349507996,221968,236284,218864,240308,230223,276272,0,3100,78,9518,12404,4647,2,2,2,2,1,2
343423026,4205220,4857420,5126620,5596780,5904880,6816900,130940,60480,102930,147030,256580,156710,20,20,18,19,20,24
350155024,13432e3,14135e3,14880703,16972430,18375890,17291525,266e3,-447e3,-1785035,-1748820,-1292770,-1165144,57,63,84,16,73,73
349812867,31805148,20509621,26797821,19582674,19167859,11944285,-13283488,-11386252,-9244867,-13955068,-7495742,-2179730,263,196,218,67,193,196
349860650,3189607,2931490,2852607,3005730,3102807,3181379,295624,243854,219932,301343,-203132,192830,33,30,29,26,28,27
349869594,7789206,7794603,7334286,7545809,7725712,7840063,88315,214824,93126,120294,201932,-641991,61,61,61,55,63,64
343616751,9691082,9788255,9422784,9790909,11161285,12818698,-502532,-39144,495885,-549669,584236,1063775,110,107,95,100,102,108
512245598,342155,335312,287296,351891,379915,467075,44751,27838,975,7908,6288,36404,3,3,3,3,3,3
349876920,7395856,7750344,7025844,8120992,8148985,8018687,54923,10548,12086,313782,137092,52707,86,83,83,79,82,76
305108102,274113,269286,250257,260116,227153,193356,-21573,-909,-33252,-1388,-32351,27139,2,2,2,2,2,2
305154700,24295440,15634690,17518360,12999520,22235900,17237850,694131.4285714286,878750,1105220,613380,1239940,869326,82.28571428571428,49,53,52,52,53
305205791,7187430,7102506,7310227,7232859,5644462,5930358,340637,348736,523630,586146,170734,139149,36,36,36,36,37,37
348284597,125400238,127719061,125989780,124534618,123778096,127843778,1948925,2410712,2456460,2304825,2286374,2496182,327,339,308,331,355,389
348321910,3447441,3696059,2962188,3569263,4954540,4622565,401129,485777,321693,386982,591173,632027,5,6,6,5,5,6
305755431,8623305,8411088,7790620,7610235,6301070,5817267,-1184872,1131750,853572,1057178,624720,-669787,45,44,54,52,48,41
348366535,5751142,5746667,5601086,5860088,6230618,6309107,-254086,460873,400190,221963,247318,113373,65,50,50,52,52,45
348384330,18743683,19678078,20945092,20148432,19732963,19994269,205911,329902,756576,-109879,-991372,-1588119,205,206,206,203,207,215
513000687,11953140,12178550,11839470,15702760,26334880,38620260,103780,18320,213410,-40730,27450,125190,101,110,111,79,102,102
302457684,15726920,15848270,15803060,17172400,17149480,17581263,372980,315880,456450,686910,709750,848278,20,21,21,21,20,21
344011705,9507864,7572023,8013520,17577917,22179651,21257164,347222,190300,363169,632591,598121,1186945,17,16,17,19,20,21
348737487,2740392,3461751,3103352,2719812,2525496,2786398,24759,41874,54700,50203,24635,37605,15,17,18,19,21,23
302657507,21794440,22667251,24802742,24384654,29590146,26543392,-1261310,-495922,-957420,-717936,455030,66057,36,5200,51,51,52,52
303409742,23041825,23333001,24750667,30459132,32501043,30528241,1671560,1645654,1462289,2027928,2053252,1812906,32,30,32,36,36,39
348748393,1297078.4,1193664,1180709,1121773,1177374,1210268,22814.4,77599,44304,-2159,34409,64952,14.399999999999999,16,15,14,15,15
348830308,3687755,4301347,3774198.8571428573,5062613,4979696,5018217,255294,314804,161052,224490,166710,160237,21,21,36,25,26,33
348511585,18655601,19200892,22787021,29903394,0,34043916,1196683,1599359,2092166,2439365,0,2547565,34,36,0,43,0,43
345166425,29487079,37731581,30109888,31915802,30791410,36556220,-1244490,2074524,-2714790,264890,-953522,2456321,146,161,299,163,0,161
345238786,4009936,3827544,3751186,3329688,3900807,4832772,56427,26372,32524,-18761,14966,14962,21,23,23,19,23,19
345259600,737720,787040,1104340,1135290,1135870,1180350,27120,11740,15180,17290,2970,1830,3,3,7,10,10,13
345263701,2680099,2530282,2286897,2809115,2823422,2903934,12804,11098,22942,24483,14626,743,8,8,6,7,8,7
497770826,275932,205172,143004,173314,233589,157406,15145,13513,4787,1840,1418,-7018,4,2,1,1,1,1
308621929,11838560,10634603,4450937,471100,443600,531037,73049,58675,590652,-13870,-10720,-10736,25,25,4,4,4,5
350352613,2855755,2868351,3025670,2999715,3037785,2923845,381999,403955,548942,614683,587541,364273,25,25,25,27,28,26
513802090,164431,169447,162615,136818,138898,147728,39245,37411,38015,12836,6574,24312,1,1,1,1,1,1
353246606,48866,47082,40801,65111,83286,77582,-1234,-1013,-2032,7498,22127,10062,2,2,2,0,2,2
353290141,1334400,1106830,1037720,1036520,766110,484210,13250,-29100,-28280,-3980,-28660,-4010,9,9,9,9,6,3
300758521,9172842,9947091,9693294,9306236,9425086,8411943,89472,214148,412633,418147,255006,276880,25,26,25,25,25,21
351591003,14960163,14793343,19678282,19951216,19382488,20064022,155679,161312,318580,359708,343909,346287,35,32,48,50,48,49
351600580,11704900,11962330,11696760,11650860,11615700,11839980,576060,778520,751460,585870,652320,146150,114,115,228,115,129,117
351607437,107131,86387,116760,89507,73043,77735,-441,-5954,2024,-6168,429,-740,2,2,2,0,0,1
301169447,5513379,5227709,8793425,9042386,9852366,10451705,196095,90712,135366,202294,204622,151971,49,47,49,48,45,47
301693271,19489235,17963721,17462703,17658278,16794781,14346987,98058,22633,171877,242089,94014,-487094,30,36,36,36,36,36
352812358,462776,410125,340548,326631,377632,360921,2002,147,2888,10398,15821,24570,4,5,5,5,5,4
514134832,268759,244490,244353,239400,249082,237555,19628,16776,31431,18833,9030,-10933,2,2,2,0,1,2
301853537,7910613,8861807,10664652,10992995,10804278,9187980,112153,262728,200703,330153,241085,386096,9,9,8,9,9,9
302046644,821025,824143,909021,1169476,1106816,1148839,2473,13897,15155,51336,17674,33933,10,8,8,8,8,10
302148622,9996755,10813654,14609267,15011438,15554511,13531584,7918384,8647567,9421803,9451684,14305931,11046642,17,20,22,23,27,28
352862387,21234340,20136277,22481074,23637021,26726877,31668906,449383,509033,908191,1039776,1142240,1377409,175,152,155,158,0,217
352910368,5752396,992398,855970,701348,722395,512891,-205441,-47448,-357376,-379415,-6046,-187517,13,7,7,7,7,4
302261516,2038552,1647208,2255241,2086469,2016947,2009817,64871,104074,230361,248205,275598,284036,12,12,12,0,13,13
351668629,40417362,37619541,43912106,53650055,53129257,51486378,451712,565764,976693,1167286,1453575,1006573,17,17,17,18,18,20
351672472,5434295,5178315,5121054,4743692,5031113,4440641,-178158,-139262,-257021,-186600,-268961,-321321,31,29,31,30,31,33
351205125,683451,658357,553383,614673,545283,546664,35,252,517,17858,67,117,11,10,9,9,6,5
350680120,13304670,12455460,11568850,11406850,12504860,12212220,35220,87750,52360,51400,170670,193540,31,25,24,25,24,23
350785036,719e3,952e3,1102460,1230700,1518230,1437870,17e3,28e3,35130,-9470,34210,12170,10,12,13,15,16,17
350900700,1102360,844900,821900,867240,1039311,1069792,-26200,42010,4460,5390,47601,68029,12,10,8,13,10,0
351384094,3779298,3030949,3569528,3494279,3117936,3301638,90224,75209,87626,90269,30971,115794,3,3,4,5,5,5
351523048,2202655,1700984,1987543,812800,585710,598938,6297,-76744,-26455,3678,-12150,5211,5,5,4,3,3,2
350927521,1925738.4000000001,776815,714938,530873,349930,335149,175123.2,78732,107707,73336,91320,41286,9.600000000000001,3,2,2,2,2
395165723,1201628,1193466,1250697,1460891,1211455,1029938,19402,15346,32911,37382,6180,7018,4,4,4,6,6,4
350568846,615355,557193,566855,584520,342742,358587,21168,25462,27507,38315,29482,36171,10,8,8,8,8,8
394272116,1546730,1492090,1369790,1377260,1351440,1411320,18270,30550,36840,14040,9560,20160,19,19,18,19,20,20
514693878,174529,164165,157972,141274,125445,124428,448,8310,3239,3346,5750,598,3,2,2,1,1,1
393884341,860393,1062406,1038554,1273777,1284339,1504811,218,61572,12796,49084,152093,169147,7,7,8,9,6,7
393954730,27216e3,26706120,26256930,25478320,26013140,25300290,503e3,601060,551430,543110,468710,351850,69,63,59,62,72,67
498739861,3976030,3869340,3717750,3465,3549443,3506731,36990,9260,-15010,8,6395,-30904,11,10,10,11,9,9
498802461,790131,864614,1092737,1111288,1155116,1329733,33525,38557,54795,65500,69746,108124,2,4,4,5,5,7
509150496,176010,234400,171230,183540,130280,193021,23360,18220,14300,8590,-15510,9266,1,1,1,1,1,1
509160552,326092,307834,319694,352875,435835,462893,39297,5187,25311,-7314,14016,29182,3,3,4,5,5,5
509166567,467660,525020,299850,344090,523840,590153,44150,60410,-38320,620,29530,73365,3,3,2,2,4,5
