Siren,CA2013,CA2014,CA2015,CA2016,CA2017,CA2018,Résultat2013,Résultat2014,Résultat2015,Résultat2016,Résultat2017,Résultat2018,Effectif2013,Effectif2014,Effectif2015,Effectif2016,Effectif2017,Effectif2018
317401289,2476070,3006970,2349220,2716430,1902310,2822730,83790,91860,221340,85810,118240,99880,13,10,12,14,13,12
317577187,2895970,2492040,2376180,3436820,3078390,3148480,231140,119470,66720,273180,167510,81880,14,18,14,15,17,17
491583084,415e3,426e3,432180,542560,480971,478031,13e3,21e3,19460,53e3,10092,12358,4,4,4,4,4,4
315919159,867250,907590,1056900,1061200,1148940,1146278,9090,25100,35220,37930,42030,42907,4,4,4,4,4,4
398231951,14431759,15319783,16864935,18876985,19811982,21079623,1930918,2289823,2315545,2769660,2761851,2692312,40,41,42,43,45,44
508345311,1738478,846720,1894499,852341,1390606,2053152,42018,12668,110760,40278,40011,104733,9,8,10,8,8,11
491902029,251010,313200,334310,366110,384960,384080,-59960,9890,4380,13970,17420,18250,2,2,2,2,2,2
319903886,8194461,6943213,5848184,6657192,7887396,7675956,74679,218415,75205,122100,140093,157624,19,16,15,14,15,15
508369139,146076,358426,371108,430554,404540,424869,558,1576,24319,32985,36509,526613,6,8,7,7,7,7
491933206,2426309,3044352,3070965,2818577,2982098,3391841,91913,99719,127826,146882,133786,114338,9,9,9,8,8,8
499169084,1264748,1359955,1361170,1341388,1297200,1369740,1528240,-4509304,-571362,-5375983,597780,482524,5,5,6,4,4,4
322829342,490565,418391,89430,428120,425343,434052,122587,52128,20402,98449,107634,53930,3,3,3,3,3,3
321502924,15951830,12594485,14388885,16130091,15855633,19996451,282536,-1375043,-1130386,-329596,-407797,-11152,29,31,30,26,24,27
398021691,1250993,1213538,1012006,1024257,1113710,1116589,9969,29087,26003,32766,51882,48468,29,29,29,29,29,15
398062489,75380,67040,64450,83320,90260,101569,3230,2520,1150,5290,8790,2725,2,1,2,1,1,1
321920795,681e3,676e3,667e3,695e3,668e3,669336,86e3,9e4,86e3,8e4,68e3,67575,6,5,5,5,5,5
394359483,581403,559154,574059,577211,559341,594071,62443,64425,96840,105323,89061,92003,5,5,5,5,5,7
323416537,24425e3,23819e3,2398e4,23261e3,24833e3,2524e4,11e3,86e3,-93e3,73e3,-1e3,22e3,10,10,11,12,12,12
395107485,26336030,22355560,18673410,19384590,20196800,8040050,-1663080,-2023830,-159200,119730,-957840,-1826150,99,83,78,121,91,67
504847179,193172,258109,234990,256976,234041,219368,12676,18168,36081,-3007,12572,-7365,4,5,5,5,0,3
504867789,1126763,773614,724332,560806,446732,539987,100608,-20467,-414560,-73783,-149189,-54307,6,6,5,5,5,5
504550054,463070,402740,424005,470426,397871,509308,3331,-1555,8952,1249,2267,11691,1,1,1,0,2,2
504559667,178759,138138,123014,159708,163997,155330,33714,28744,28456,17799,30005,21197,1,1,1,0,1,1
481779981,1133180,1207790,1052700,1091600,877170,771260,74400,53850,42400,58020,36710,36560,13,13,13,12,11,7
319118949,2541940,2275601,2404591,2322642,2462777,2384706,395242,392724,423831,334807,291541,272187,31,33,31,29,29,25
481816478,4019407,2984657,2629377,2037972,2789732,3282582,9622,8380,14389,8637,28715,18197,2,2,2,2,2,2
394650865,678790,734350,666490,664760,706930,765950,24420,12800,50920,33580,33190,10500,5,5,5,5,5,5
481905172,1216932,1125474,1338119,1533682,2723717,3725949,5041,37815,112084,301665,793670,844138,8,8,8,10,10,11
323874008,7288e3,6495e3,6696060,5738230,5939314.285714285,126840,112e3,373e3,424080,357580,943045.7142857143,-149900,45,43,43,43,37.714285714285715,1
505298869,658690,795660,736970,1159810,1306620,1136843,130,22510,18110,35640,31980,-57302,2,3,3,3,2,2
483577797,2156226,2409361,3350219,3313180,3147e3,2917481,83066,103166,136089,109878,139444,30258,2,2,5,5,5,4
325559193,34367151,33761601,32441445,32132131,32489416,32633435,287372,308267,282803,347926,320844,474750,117,117,121,120,120,119
325695054,286633,295977,303460,287517,253736,272111,26538,23493,18010,10796,3436,5114,2,2,2,2,2,2
326715562,1254494,1183699,888219,923613,1062351,1276982,45507,-74429,77198,-81142,69341,137197,9,8,7,7,6,7
394945299,1651704,1941847,1292724,1577753,1434103,1262874,84697,120519,113599,107072,12333,6117,10,11,11,13,12,13
483833992,2862590,2780910,2784360,2816,2928175,2975547,-10330,-16590,-7290,72,26312,8903,8,8,8,6,7,7
483831392,177362,194618,181766,178056,194531,183987,619369,222324,21571,9917,-69023,3987,4,4,4,4,4,4
482870342,306982,314300,311250,361042,402338,394519,4800,5093,-42,-326,27973,-2233,4,4,4,4,5,4
482870409,1044870,986431,1011481,2658641,2528761,3142901,55780,51454,9096,15088,192815,-60495,13,0,12,0,0,54
328169081,2713774,3335117,4269673,5426934,6140706,6305151,6520,48338,140700,205770,208468,157615,6,6,6,6,7,9
328320882,20186859,17079396,19216991,20100761,21269454,21871919,34868,-202415,286824,173116,155693,172462,22,22,20,19,19,19
399185107,10218993,10647623,9983063,10596698,12078091,14516583,865877,891361,974016,1111160,1423059,1304576,77,67,67,70,65,71
328410121,20113e3,18268e3,17993790,17637770,17178863,18242916,1102e3,765e3,256570,277950,402312,-631587,164,162,157,155,147,145
327629572,4971298,4002961,2956335,4072530,4165417,4087400,465800,1145346,-816307,380299,263206,327401,16,16,15,17,16,14
327629747,9105340,7859130,6192790,4311240,4510260,4873714,81450,66670,21850,33200,149470,67040,9,10,9,10,10,10
327775862,711238,807929,688620,837277,584273,641807,6007,1708,5442,10860,1041,16774,2,2,2,2,2,2
481256170,639566,948576,1299756,1209566,1226860,1193873,1307,3395,169504,115520,101424,119310,3,3,3,4,3,3
480963057,2922781,2833114,3715942,3842997,3749709,4047242,597046,709843,1049349,1126590,1092274,1241160,7,11,8,7,8,8
481010817,18779770,18675248,15104432,9678681,8483247,8886929,3456616,1031293,-438783,-1455997,-6720311,-1165912,10,11,13,12,12,12
348774183,8753362,7670364,8144974,9337018,9371353,8893108,86871,237111,235464,247668,149989,152252,70,71,75,73,76,78
348779901,67327288,75018125,80443156,78041741,73067519,86123943,2158212,2336187,2770656,2969015,206852,1450679,249,264,280,277,218,220
348848912,161776170,161447363,165160492,174787648,182107038,189879742,161784,3017482,10977258,16787378,17306015,11206067,242,232,218,215,207,211
347956336,39954236,43136924,44411272,41601501,43287158,36504155,1634908,1382779,1144194,1080187,807590,38948,178,188,199,195,182,163
482222528,5465040,10894798,8801878,12440034,8463267,7543388,-343902,-875161,-278251,623708,78148,-265948,2,3,4,3,3,2
422266452,1631923,1745573,2049660,2204580,2211886,1883876,1919146,2590430,2659260,2678365,3076426,3314063,4,9,9,11,11,11
422366930,881e3,9e5,838e3,928e3,959e3,919498,18e3,33e3,3e4,46e3,52e3,35589,16,14,14,17,17,17
482831245,394682,377092,390228,379243,372816,373450,19542,3385,1245,1747,9085,-9996,1,1,1,1,1,1
422464123,1028e3,1165e3,1185e3,1208e3,1157e3,1386382,176e3,112e3,14e4,187e3,126e3,240106,5,5,5,5,6,6
955801279,1231151,1275819,1432931,2039279,1679318,1731680,6894,17806,-5843,75804,30263,48943,3,3,3,4,5,5
422686998,5727378,5913010,6023668,6039e3,6026150,5953689,-181572,-117222,-144227,-41841,-127138,-104024,36,32,33,32,37,1
482026283,777237,672056,838902,781913,945378,914027,21463,15997,26842,30557,21948,28731,5,5,5,4,4,4
423437334,1611874,1892372,1979846,2181181,1930401,1487544,146128,254199,267505,383627,537516,115594,13,13,13,13,12,11
950391177,7642028,8009754,8256515,8583739,8730557,9636904,354979,385054,549126,453273,408430,716776,43,44,44,45,40,40
950409193,3272e3,3576e3,403e4,3997e3,4283e3,4409227,25e3,42e3,68e3,78e3,125e3,128631,7,7,7,8,8,10
483133567,176094,167857,152956,152944,127143,113188,3527,28,15369,12268,1322,11227,1,1,2,1,1,1
786550343,3270455,3454277,3690376,6320591,9378996,7457120,75798,69843,189226,351359,371717,289015,31,31,28,38,40,40
816150056,11562150,11831320,11320580,12438960,13080960,13884384,230060,107280,108730,86270,134e3,153315,76,83,83,88,89,93
845750652,2682830,2046190,1550950,1551020,1584820,1719842,-155730,19170,-90220,61650,143420,110855,19,17,17,13,13,13
957525561,19182174,21432460,24454662,24454719,25908069,28808189,1622152,1767197,1857817,1231438,1935074,2175199,38,38,41,36,36,40
483249751,430285,456914,451652,410868,397244,372278,-26692,552,844,13078,14715,767,3,3,3,3,3,3
846650141,7281140,7047280,6605070,6863430,6250600,5703550,478970,233720,307e3,419210,4330,67290,57,58,55,52,56,54
423603497,26240157,25830833,26269656,26369312,27894745,29194643,448595,466432,519941,485699,600348,538859,71,76,71,85,88,89
425048287,1809782,2244393,2389526,2560455,2638637,2509227,83848,200225,137325,176222,149249,191368,14,15,14,14,17,20
425143781,182229,298945,270514,306690,279871,263075,-23092,-7650,-15474,15229,-7439,67544,1,2,2,2,2,2
950407429,272637,249577,348183,225706,192720,221359,-3569,-2773,31970,1028,-43876,-112731,1,1,1,1,1,1
950425959,606e3,613390,560740,554220,566430,593860,4e3,29040,50460,78660,66670,83600,8,7,5,5,5,5
484370135,1491779,1504972,1576718,1718021,1748009,1979545,30735,47387,50898,14815,14277,54446,9,11,11,10,11,13
340128099,216377,184105,203250,198661,211511,194649,39555,27194,33933,34171,46847,45409,1,1,1,1,1,1
950602763,1078962,944387,987582,907277,904314,847036,-40817,-46131,16384,-14936,46875,-13058,16,12,13,12,12,13
424546158,9149217,7691134,8751829,7957764,8326009,8425702,49170,-43502,66554,20679,-980610,54071,12,12,12,12,12,11
424583607,3146408,3016999,2974201,2970364,2976158,2938830,85288,83794,72094,93552,78614,-13144,0,14,13,12,11,11
484371059,4581840,4472880,4064800,4303590,4173410,4472371,-38848,71750,135550,107900,199960,308853,39.2,49,42,39,39,39
956506851,7343708,8719951,8203511,6909169,7124243,8442698,49701,170493,127704,93723,23289,-151391,46,49,47,42,39,40
424621514,785855,757272,762774,738697,865119,767522,1270,776,1846,942,5376,36648,8,8,8,8,8,8
429993975,846438,984424,752315,944083,1037389,1433638,15912,30710,28974,33906,40103,90389,6,6,7,7,9,13
484480546,585212,628099,664648,714185,739422,689542,37640,34368,53697,47725,60936,46638,8,8,10,10,10,10
484519947,103900,106320,104260,94390,95640,99580,-1120,4080,1140,-2400,-1190,3544,1,1,1,1,1,1
876550179,7958690,9081170,9450890,12079e3,13596460,15038550,20060,132910,60170,196280,254880,347788,44,45,51,53,53,55
895850543,2534680,2527300,2542200,2388780,2260240,2689648,-105770,7660,14770,2070,-37210,39236,19,19,19,19,19,21
905720108,13975324,14344700,11861917,11018862,11572505,10303978,104559,144792,278182,58649,130060,115047,19,21,20,21,22,20
905720553,19022146,2095e4,23027356,24706557,26175345,26861109,787567,962876,1218922,1025373,778089,1191805,47,48,49,51,61,72
937080208,2928168,2927572,2867266,2860160,3012315,2980389,158725,201737,139629,138098,144718,183475,12,11,10,10,10,9
958804494,24380010,25990250,18614958,17820270,10124673,317607,368644,-1502113,1120817,863868,33230,1806796,294,302,34,191,117,117
492583562,746990,779160,814630,1389210,754550,782545,85650,86040,83380,117550,134810,60990,3,3,3,3,2,2
967501917,7979778,8707665,11645749,10341533,8835282,11757773,52576,122034,189983,197391,37889,226733,39,45,46,43,42,42
429505639,480318,467826,485679,536186,559383,551256,2581,6217,2151,1781,2466,26217,2,3,4,0,0,5
492473962,185078,193900,208091,220793,275075,449661,2255,7044,8007,8634,10982,37965,1,1,2,2,3,4
423358076,33e4,378e3,378e3,36e4,36e4,396470,28732,20909,72771,133477,18122,158794,2,2,2,2,2,3
489270322,1216341,1517528,1108140,1148803,1302999,1796008,46406,31192,7305,23664,16743,28197,5,0,0,1,7,9
423406347,5685733,5089997,6051908,5784674,5583521,5826516,-8413,40741,215050,169103,65585,167122,17,24,23,23,16,17
423429356,9197666.666666668,8018854,8251302,8227843,8328582,9955063,123511.33333333334,74886,64141,198682,33501,226024,12.666666666666668,20,21,19,0,20
429752199,532345,440338,378603,442853,474842,490195,8187,6085,4815,8994,32758,28029,3,3,3,3,2,3
488920109,813687,395060,620687,304615,785891,641272,20063,-125720,119670,-11214,30298,99720,6,6,4,4,4,4
488557349,192726,310663,356265,242780,253492,218283,-52068,534,12103,-44778,19568,2500,1,1,1,1,1,1
423620939,2942004,2334291,2432521,2501149,2283222,3584520,432125,84922,283888,270312,243878,668153,23,24,21,20,19,21
442967162,915809,880668,914646,1113550,1102316,753124,139708,104900,58814,155498,204759,167593,4,4,5,6,6,4
488579111,4186430,4306480,9947890,13279440,9502e3,7889155,489720,249090,393460,586330,511390,394438,14,16,17,18,21,19
423704931,55830,55830,56660,56540,56800,57152,10640,38460,63320,68820,70440,71671,1,1,1,1,1,1
443051511,6460743,6030579,6778544,10167502,10722269,16570447,257031,230558,215107,320675,354443,640228,32,32,32,44,43,2
490334257,42e4,548040,598050,632070,601260,599329,13350,3120,4310,29810,24100,10200,1,1,1,1,1,1
423227578,19654120,21069760,21451860,18331820,20228520,20562670,789940,712210,539660,441170,608750,633800,169,171,166,153,155,192
488606435,16120163,14090208,12338368,10532985,12973370,13006232,18598,-3011,59372,-1765,603579,315391,6,7,7,6,6,7
498982511,546532,569209,544851,564314,534916,444486,34778,64611,-35620,54106,50695,42130,7,7,7,6,7,7
423239086,5016100,5803910,6343830,6588380,7039670,7433750,139520,76040,196900,270180,181440,236720,34,38,38,34,36,38
443864814,371596,317405,352492,492647,367514,435133,6331,-36683,8165,20505,-19564,2093,6,6,6,6,6,6
493715221,169567,111473,122321,107675,159458,132979,1201,-6379,-866,1949,10611,5511,2,2,2,2,2,2
443632559,9450006,9468577,9190348,9350772,8805836,8493721,-58873,115115,135261,77683,-144653,8601,44,44,42,45,42,40
493430730,712730,669320,686100,684810,553890,531313,3270,-25250,-14430,-9710,640,-56423,4,3,3,3,3,3
488789629,6085140,4545353,5493447,5531781,5545407,6072239,650584,533045,158724,16081,124117,30577,20,19,20,0,0,20
423549740,348339,337850,307773,325629,370931,367196,13504,15990,20116,9742,30251,17400,2,2,2,0,3,5
444025886,910647,624347,599561,560091,578246,558430,592,21151,36985,25781,29085,26943,6,4,4,4,4,4
443651476,1699615,1635607,2538136,3312943,3517423,3552424,419334,405233,1034494,1508053,1743477,1415328,7,7,7,8,12,8
422881854,11368790,9461030,8435920,9482460,9271660,7308618.4,386510,-201580,-482840,-819710,156790,-412635.20000000007,133,104,98,90,96,64
422916544,508571,578955,558735,1204060,2933770,2925438,1335808,1576059,1854342,1888161,2723142,1622497,4,4,4,4,3,3
444803449,3594526,3813819,3915411,4087788,4871771,4011092,430795,529590,629772,617994,999719,734931,31,31,30,29,29,29
489468017,648092,590525,633685,631465,633831,669819,98261,57129,63161,41652,69499,65737,7,4,4,5,5,5
424562890,6034511,7074196,8895213,9558520,10019486,8577099,974621,1472186,1221261,1491191,1637688,3122217,29,31,30,36,24,25
493520324,1639711,1580709,1865495,1863947,1937676,1845686,204332,207038,147132,185007,163652,188444,9,9,9,9,9,8
444950653,2092085,1313544,2292030,4079174,5613e3,4606680,57205,30983,88672,167356,134882,226397,8,7,8,11,14,14
444964191,36709e3,34176300,32374210,33411090,29285970,33761414,595e3,388600,239510,79320,215700,576727,110,107,98,95,89,86
490548146,900303,982065,982033,936368,845742,722097,60248,39392,51386,-17166,-84968,-82680,5,10,10,8,9,9
424341576,1469570,1343600,1386800,1158630,1177950,1243060,76800,38870,35330,-23270,45470,66090,5,5,5,5,4,4
424359560,1275840,811130,726350,889760,1148300,1145742,6970,1270,2450,3270,9650,6968,4,4,4,1,2,2
501576953,1700090,1742500,1882360,1947510,2040510,2022940,158170,193550,253560,203610,211850,196990,19,19,19,20,22,22
501588396,34e4,354e3,353e3,376e3,355e3,347e3,-2e3,24e3,16e3,19e3,-11e3,-3e4,5,4,4,5,5,6
425103413,271856,273466,266698,275001,250301,257840,25373,-11454,-16813,1803,-18643,-22925,5,5,5,5,7,7
442769360,1065908,1065965,900453,848766,740076,949943,33051,81205,49853,3856,2282,45615,6,6,6,6,6,8
490366507,224423,265771,283101,278117,235354,225983,10207,12568,3280,7045,9814,11827,1,1,1,1,1,1
424379410,614068,611035,653558,657766,704889,804913,7725,11292,10348,6884,-21389,40685,5,6,8,7,0,8
490474590,335103,499077,478184,627229,555699,504725,-67565,30889,12077,22629,9811,-83246,7,9,10,11,11,11
423984350,408028,354740,376713,359602,334292,349476,4802,-17160,18073,9806,19486,15424,3,2,2,0,1,1
424005239,1505950,1587850,1723530,1945710,2142550,2398276,224120,113120,160460,150630,158980,124023,5,4,5,6,7,8
501292049,0,90272438,89520774,0,0,93005040,0,1384700,1386542,0,0,1369739,231,243,243,0,0,222
501292510,9486458,8972015,11013854,11573990,11372477,14891792,183257,117898,453606,407746,112917,629029,48,53,58,63,64,71
501314389,1795e3,2034620,1958630,1610940,1857070,1551135,5e3,79250,-10150,-70570,4490,65804,14,14,14,13,13,13
492099981,438241,518104,487158,719034,675223,608157,24338,21612,26476,43766,36573,29438,2,3,3,3,3,4
424133080,915550,1569750,1167e3,1235470,1252280,1690150,34990,35710,68660,37700,56490,61838,15,14,12,13,14,14
443467402,19918474,15208113,11567550,12406206,11368196,11472018,283217,91790,131143,-153095,837383,250834,95,104,102,98,90,79
443261284,2585602,5814921,2567882,4144886,3238542,3518324,28685432,39653463,-339759,-104409580,20783560,-92771856,2,2,2,5,5,1
490829181,184300,187270,191340,183410,185260,191150,18500,8240,4970,5870,9140,-7670,2,2,4,1,1,1
501780332,1023612,928419,926918,966086,982461,1054128,-10433,31010,38681,44962,48214,46730,4,4,3,3,3,4
501458723,7807028,9774002,8782716,8096013,12176978,15496251,86948,25570,285490,186552,243670,257513,1.6,3,3,2,0,25
428702385,27730394,27058155,30244737,35658432,40145894,42596318,350468,404402,-102682,264821,619638,606623,49,49,75,78,107,83
413215765,577572,454996,437607,363418,441848,384563,-18763,628,9502,-26751,-4697,-28643,8,8,5,6,6,5
411152267,3605660,3995450,4333910,3841110,4157690,4502021,50030,177220,188860,362060,140970,7155,41,44,43,42,42,44
411198740,1485047,1517843,1489566,1424074,1417809,1336381,64180,60050,45777,40228,53968,84748,13,11,11,12,9,10
419361878,34985520,32441300,31948720,32171250,32572270,36501120,1672390,2147360,1526450,1623250,1773290,1190120,8,8,8,8,8,9
444614242,9966496,13306813,7985216,8175120,15293311,12680907,14346.666666666668,98317,-1036683,1627422,709630,334909,28,28,23,26,44,47
447551466,488036,456316,454892,487226,479560,448365,20608,6160,27836,28549,4349,-2443,3,1,1,2,2,2
500539622,417630,212770,137960,105010,88061,86995,-32320,-2320,2930,6710,2273,3163,2,2,2,1,1,1
504307679,3252709,3294487,5398434,6629630,2934656,4037743,23317,1422,27866,89402,12609,40440,1,1,2,2,3,3
445182835,5901e3,6369e3,6573e3,6553e3,6659076.923076922,6745e3,137e3,94e3,158e3,176e3,138461.53846153847,191e3,21,21,22,22,19.384615384615387,22
445196470,2029480,2047450,1518100,1789430,1901820,2056135,367590,435600,266220,288630,211340,327498,5,5,5,4,5,7
445293335,8548290,8923780,10709624,10352830,9305266,6941691,625175,81088,1718628,912102,866885,144266,6,6,8,8,9,9
412580839,15158640,18985300,10564530,11524830,12873140,18695360,297850,462060,136040,362550,97220,546420,34,46,47,38,39,51
417963600,1176e3,846e3,122e4,1416e3,1452e3,1257e3,34e3,13e3,7e3,28e3,5e4,21e3,8,8,8,9,10,10
418055786,938246,918099,1069041,1084872,1053465,1109402,12147,-8077,10193,14470,8894,33695,1,1,1,2,2,2
418067575,11255535,11472770,10192803,10555218,9058570,9973636,47295,32246,-214737,-84402,-141698,21319,71,75,75,75,66,1
500125190,258e3,171693,349954,479881,455818,407163,57053,22866,-286347,-114911,331324,27628,0,0,0,0,0,0
412734477,1204699,1078590,1122952,1310798,1204944,1468722,1699,4304,4687,8259,10085,10353,4,3,3,3,3,3
412877755,5355101,6775649.454545455,7285102,7904503,8284593,8669701,407193,327278.1818181818,506941,618401,666611,759270,63,92.72727272727273,85,85,0,108
418118741,673043,689413,791441,823607,855955,843590,30198,23783,47517,7095,-27150,5206,9,10,11,13,13,12
500169180,329500,295940,348500,364,400068,416775,380,-29290,33390,39,22254,23866,4,3,3,3,3,3
500180344,601470,700080,853420,1007780,1042240,1086490,54980,55790,91210,123510,120560,114070,6,9,10,11,10,11
950498493,428787,377785,385516,359704,310160,308667,-6342,-5435,8207,-8218,-7021,-23811,8,7,7,7,7,5
411863236,10328138,9398599,9679255,11312941,9724352,10598873,359658,-212116,-35337,35924,20244,357028,62,62,53,68,62,62
418222808,595566,572084,605231,700412,881732,851083,1699,-5007,-210,18817,17145,-19582,5,6,7,0,9,11
957521032,13712184,13705573,15825157,12739692,14363355,12296994,381114,433308,497631,503251,495038,273813,62,62,64,65,65,0
411926892,36440760,39976630,43591460,43063080,38853060,61363832,30030,53480,75780,73100,492780,1241156,243,257,297,367,310,422
412061160,6092353,9912547,10596342,7441301,8328286,7534026,268617,401300,544680,657724,662999,560049,5,6,7,6,5,5
500962113,562695,557852,530994,780317,765804,812639,217297,237925,369918,301753,45416,29449,0,0,2,0,5,4
503823783,55260876,51069966,57532850,51169102,60085578,76696440,-2146375,-764660,68443,100385,766976,1667504,95,75,74,139,78,100
876150111,6316420,6260470,6153370,6785750,6942210,6631963,106350,106150,114420,138360,127490,90347,11,11,11,12,11,12
886620038,2244693,2188169,2523131,2706850,2543021,2461573,47965,44403,54302,78312,9949,24092,12,13,13,12,15,14
413978529,5578642,6316588,7591072,8918791,8258812,6265968,63629,129852,129438,183016,196059,23219,4,4,4,4,4,4
418511994,5558311,6229804,5132640,5657204,4674011,5104541,13080,365561,107957,168380,164404,-23894,6,6,7,21,28,34
417781911,1468384,1391429,1337112,1264128,1356250,1308710,44699,-25550,-13212,8811,87094,121100,17,14,17,17,18,16
967201146,15724108,22416125,22786196,24146397,23926346,21919451,-423775.3333333333,359153,-252297,688228,1127875,1258880,52.66666666666667,76,73,69,68,59
413868217,3497241,3498652,3590970,3782718,4046783,4349626,623,3211,128634,22620,26132,52721,15,12,13,12,11,13
413350919,1598790,1584147,1476802,1576026,2001736,1530341,181681,175640,178967,191154,235435,67957,11,10,8,9,9,9
417917812,621865,1977598,1707610,2086980,1701726,1740167,-22325,113525,127016,144532,128248,162901,8,8,7,8,8,8
505348920,427192,428735,430710,393095,435996,409282,-26566,-28754,43928,-30119,7435,-28420,2,2,2,2,2,2
413395690,6805814,6882744,7707888,8667036,9836779,10367299,424587,416776,713645,612853,844375,997812,23,25,25,25,23,25
418312047,2601771,1832855,943981,1788002,1804346,938461,118876,58515,-47542,168610,147155,48019,1,1,1,1,1,2
418877353,9943052,10211666,11221201,11230009,11870179,13143190,258323,204862,169940,191170,70457,255533,11,11,11,11,12,13
419590765,614164,579229,560266,607609,624308,611991,591,-12659,-8006,4002,-4267,85693,3,3,3,2,2,2
506780162,787550,713780,784390,797280,773310,764200,17610,37250,53670,79160,77550,8760,9,8,7,7,5,6
418331666,918411,868207,857793,866336,848657,832412,5277,982,846,-326,-1086,1882,6,6,6,7,7,7
418333225,483387,485972,524464,527371,498080,482878,43645,29778,57752,53154,61702,22175,19,13,12,13,13,13
419677463,345950,347682,390711,318019,264857,268699,5313,431,5873,818,1209,1371,3,3,3,3,2,2
419584230,835100,807860,779390,687430,710420,675168,-3570,36880,8510,16300,-23010,-90548,13,13,13,11,11,11
418679023,724843,787353,1196668,1778095,2270551,1943355,33273,41272,55034,124491,268396,347900,5,4,5,4,4,5
499664464,6676721,8962245,11526356,13577344,16678987,17959192,460914,922369,1037871,1061796,1348118,1190733,36,36,46,50,58,67
419479035,941899,898855,1002567,971315,897417,945420,31449,24038,26781,18272,30999,36299,2,3,3,3,3,3
419482872,394580,418480,400370,436820,430440,481890,19870,25540,-14800,20830,35760,31890,7,7,9,9,8,8
420014078,516329,556529,476260,442475,363024,355825,87650,48460,20573,50493,-7932,40045,6,8,8,6,6,4
420097081,21357568,21350713,25855331,30112462,30940488,36215595,401467,573690,1198266,474898,1087619,881512,32,29,53,54,59,61
419545538,988011,873158,953165,1031399,1131369,988379,70702,7911,23228,74765,81137,1587,11,11,10,10,10,10
419718440,1404626,1420737,1194719,1166414,1153657,915986,169610,-39123,449948,242636,294646,141644,10,9,7,7,7,7
499868636,559110,447410,555730,439860,385211,502214,10670,18040,22810,13859,6812,13023,5,5,5,5,4,4
421179748,18380970,17969600,17864660,19129060,19782720,25326830,99470,-36730,-67720,-82080,-183390,81580,42,43,43,43,44,48
421214479,37632813,33693953,34827064,38115378,37120948,39412937,82967,-126815,473135,486642,287226,163,105,102,92,90,92,91
421322827,26552706,29565612,19789477,18293486,25219108,27797652,282e3,159369,110144,175118,337625,294007,30,30,25,23,23,31
420015760,5324891,5596150,6030978,6313898,6649589,7212861,481954,556325,682149,618797,690447,729371,70,71,79,81,84,85
420054058,330421,333141,351780,360373,359863,382399,24888,34910,33306,33354,40500,49570,3,3,3,4,3,3
421085176,128365,130067,121915,129244,129196,110160,4579,3440,5060,1230,1493,-3542,1,1,1,1,1,1
484743109,1116836,1105040,969772,1213082,1725997,1770934,126351,127182,34742,53171,183249,190797,3,3,4,4,4,6
420947533,74084977,84140673,105044918,108562186,114305655,126352101,767332,1323075,2394749,1900068,1978710,1916620,110,113,120,136,137,145
488069345,1497698,2182836,1899451,2196866,2644808,2488184,-1176981,-379606,-202224,-61293,224818,-474321,14,16,13,13,13,17
420309072,1415673,1509851,1871922,2227555,2516693,2952899,102128,121629,116904,131423,156755,205569,9,9,9,9,9,9
502068695,9171954,9336896,13774906,15272016,16065708,20609414,1563238,1862644,1900822,2332250,2165728,2916958,46,53,63,69,68,94
489356014,1977622,2081730,1445414,1254299,1134407,1192509,162712,192994,109123,103590,14132,44493,11,11,10,8,8,8
432953891,118910,116558,106087,114949,119478,116405,8234,273,-5095,11738,8919,-3465,2,2,2,2,1,1
432959773,6892044,7137940,6228912,5860462,7875283,10100572,77595,240056,266985,245676,254758,298429,32,40,38,41,41,44
413926791,464641,409607,425437,425878,366900,415359,2911,9876,12666,11703,-690,1159,4,4,4,4,4,5
413966250,14534970,14412940,19485400,20390090,21880110,23254840,277660,313060,213540,192570,199960,181290,55,57,56,57,53,53
488863358,1202592,1142922,1106489,1211416,1189530,1300286,46128359,-30629200,-14004218,11492386,-33063684,55501256,17,14,13,14,15,16
432356533,258100,577142,888894,703308,413719,62749,42557,12478,1647,30780,66582,-31646,1,2,5,2,1,1
488888785,3423228,4292897,4166251,4747200,4914728,5554033,91826,100958,82335,204581,277841,295822,22,20,29,31,34,34
414499236,17076459,22868351,26178724,29939656,30020537,32121737,-329274,84199,222972,239234,136452,350116,6,9,16,17,17,0
489015867,4551378,4548217,456536,1232072,1477743,1720243,95616,89254,5484591,192521,49744,94339,12,10,1,5,9,9
432375624,1259305.5,1295829,2418638,1358394,1610922,1464418,874.5,17805,44475,23932,-2988,31447,18,10,14,12,7,11
432456556,5262570,5256330,6150240,5625080,5573260,5356240,-92410,-91020,3200,87630,242530,-333720,46,47,49,46,44,46
414804104,4105610,5288690,6243,4068435,3161647.1999999997,1430625,13993151,6462094,-1555,1269564,-3785133.5999999996,-1120833,9,10,9,8,14.399999999999999,3
413748740,328677,292247,290001,287985,237128,239323,3411,2663,17482,25700,3918,20014,3,3,2,2,1,1
413838830,35047297,33222151,32080940,29578707,29947564,22354829,1280651,355078,678377,-1117114,-2514284,-10314209,282,214,286,237,209,195
430450981,33962727,52626855,51865451,69241122,88853019,89845074,11583443,12964985,8055213,5594516,9656333,9350989,75,86,96,106,115,124
430484618,341557,338218,267745,300011,344332,331135,41710,37325,6651,27726,29072,-770,1,2,1,1,2,3
431347079,40355789,44607623,59536357,70127104,84130967,89714381,998485,452970,306449,275182,335645,233193,143,201,211,243,235,401
