Siren,CA2013,CA2014,CA2015,CA2016,CA2017,CA2018,Résultat2013,Résultat2014,Résultat2015,Résultat2016,Résultat2017,Résultat2018,Effectif2013,Effectif2014,Effectif2015,Effectif2016,Effectif2017,Effectif2018,clustersCA,clustersRES,clustersEFF,activite,nom
420944266,1988950,1102260,1393380,2111920,1856350,2997832,-14230,-223120,-104130,61840,134580,364873,14,13,13,13,16,17,A,B,A,Fabrication de produits de consommation courante en matieres plastiques,PRIM'INJECTION
344874623,1375647,1412953,1480990,1262120,1065980,945568,55726,86653,242979,145586,47315,13261,16,19,19,19,18,19,D,C,C,Transports routiers reguliers de voyageurs,AUTOCARS CROSNIER
345013601,1965540,2478772,2420318,2684396,2675652,2893604,-15685,127106,86269,58685,49006,44013,9,10,10,10,10,13,B,C,A,"Activites specialisees, scientifiques et techniques diverses",DIVISION SERVICE COURONNES
435348032,8546236,10111182,11351766,13672200,13382042,14604997,492531,646384,740195,901191,949048,964295,59,58,59,60,62,61,B,A,A,Travaux de peinture et vitrerie,3 ID RENOVATION
420479529,170450,271900,237300,236,262097,262965,18160,3910,40910,23,18277,4603,1,1,1,2,0,1,C,C,B,Travaux de terrassement courants et travaux preparatoires,ETS MARTIN WILLIAM (SARL)
347954430,3550998,3492510,3816133,4518536,5063407,5984883,-42485,-25196,24628,62163,151412,215818,30,29,29,30,34,40,A,B,A,Transports routiers de fret de proximite,T F M
420738577,17523590,19578590,21569060,35017210,37593420,36582050,839810,1046700,1796990,3342430,3768210,3025030,49,62,62,133,147,148,B,A,C,"Fabrication d'articles de voyage, de maroquinerie et de sellerie",LIM France
420757510,1135020,1350670,1339980,1624120,1756960,1847940,15360,31260,18750,29090,47290,91310,18,18,18,20,19,18,B,B,C,Travaux de couverture par elements,NOURRY
420761918,17192680,16709630,18856700,21094560,20205440,18676610,814010,816720,1249240,255260,496230,1306515,40,43,43,45,43,37,B,D,B,Recherche-developpement en autres sciences physiques et naturelles,TOYOTA EUROPE DESIGN DEVELOPMENT
344233648,12231,1e4,131645,307368,375006,370092,11646,-3279,-55451,-62149,-6677,7685,0,0,2,4,4,3,B,D,C,Agences immobilieres,LE PANORAMIC
344521356,1287297,1357484,1364303,1379214,1488792,1413040,-64454,6131,61474,76,56061,50614,15,16,16,16,17,15,B,A,C,Mecanique industrielle,TSMO
419085022,552906,567341,581579,574956,568370,517434,-10208,15476,18858,8603,18583,19168,3,2,2,2,2,2,D,A,D,"Comm. de gros (comm. interent.) de vaisselle, verrerie et produits d'entretien",JEVEM
413504739,10822694,14355283,12293468,11878570,22206343,17199366,175877,822288,746372,262535,121631,465569,13,13,11,10,13,13,A,C,A,Promotion immobiliere d'autres batiments,CIBEX
347558926,19739316,24395792,11451383,10808515,11452438,13263851,717415,156930,52066,-191152,379506,298436,60,61,64,59,55,56,C,D,B,Construction de routes et autoroutes,TERE
347588576,3158443,3349911,2781618,3145033,3015794,3010192,149717,219147,133157,285846,198367,197968,12,13,12,12,12,12,C,A,D,Autres travaux de finition,GOBIN ET FILS
347602914,2585212,2760781,2894581,3050062,3194379,3228164,82420,69619,61302,80709,123326,47027,7,11,9,11,13,12,B,C,C,Autres commerces de detail alimentaires en magasin specialise,CANDIEUROPA
347628828,15351646,20008870,21704754,19909181,18971270,22937445,200364,1059718,1141691,486875,51682,-493881,33,38,43,45,42,41,B,C,C,"Comm. de gros (comm. interent.) d'ordi., d'equi. info. peripheriques et logi.",MTI FRANCE
347661902,45267640,46091550,47537180,53285140,39638860,45515590,698150,884970,794640,684850,1132540,641420,96,96,96,109,82,84,D,B,B,Commerce de voitures et de vehicules automobiles legers,GARAGE SAINT CHRISTOPHE
347821340,32157480,25898330,27495650,26092660,21924200,24418300,294500,292060,243090,-91980,34190,133192,39,38,43,43,37,43,C,D,C,"Comm. de gros (comm. interent.) cere., tabac non manu., sem. et alim. betail",MAUDET S.A.S.
414117564,320332,304749,357963,312251,226098,280355,30449,12793,20691,2345,3971,2291,4,4,5,4,4,4,D,D,A,"Ingenierie, etudes techniques",ALPHA SECURITE CONSEIL
434332938,3816e3,3682e3,3837e3,4097e3,4225e3,448e4,263e3,221e3,263e3,322e3,331e3,411e3,17,18,19,23,24,24,A,B,C,Commerce de detail d'articles de sport en magasin specialise,COUTANCES LOISIRS DIFFUSION
345153423,169477,170431,148742,186985,183173,147205,-15587,-7754,381,10590,-3994,-2987,1,1,1,1,1,1,D,A,A,Reparation de produits electroniques grand public,R.T.V SERVICES ANJARRY
337080840,1494979,1235814,1204439,1195020,1030514,1318164,130957,39303,-14943,-124,-145659,85628,17,17,18,19,17,19,C,D,C,"Analyses, essais et inspections techniques",SOCIETE DE CONTROLE ET D'AFFRETEMENT
438102113,27269780,27411099,26721195,30592554,28453638,30900952,3065437,2634570,2941284,4664778,3320711,2385914,50,50,51,49,48,57,A,A,A,Fabrication de matieres plastiques de base,DAIKIN CHEMICAL FRANCE
415053412,5830218,10416608,13540648,13603e3,16534894,20900856,-1701886,-400968,-1233555,-1041123,46252,1251944,12,20,25,28,25,41,B,B,A,Commerce de gros (commerce interentreprises) d'habillement et de chaussures,DR MARTENS AIRWAIR FRANCE
415095371,216477,200327,217988,206807,228207,219691,-4479,-16336,8894,15769,45922,-28861,1,1,11,1,0,1,A,A,A,Activites de soutien aux cultures,SARL DURRIEU FRANCIS
438176232,282706,281547,266169,320736,332536,359046,8642,8828,-4833,12304,9903,12448,3,2,3,3,0,3,A,D,B,Restauration traditionnelle,ADEL-AXE
438188427,349830,278350,324880,263440,261290,259970,20630,14320,-32560,-39740,5500,-40030,3,3,3,3,3,3,C,D,A,Travaux de peinture et vitrerie,EURL PE CHRISTOPHE
338105356,3838295,2727245,3192343,3552520,2905402,3883828,124772,29563,41723,38094,31058,120811,22,22,22,22,24,24,C,D,A,Travaux de maconnerie generale et gros oeuvre de batiment,BUSSONE FRERES
417519220,406050,2170388.5714285714,1524342,1079617,1121818,953932,28310,95221.71428571429,161424,125949,145869,137527,3,35.14285714285714,40,31,23,26,D,A,C,Activites des societes holding,MANEV
339010225,21836504,22023740,20563684,20953233,20515476,22080686,213044,273431,308701,174891,64300,36225,50,49,46,44,45,44,C,C,D,"Comm. de gros (comm. interent.) prod. lait., ?ufs, huiles, mat. grasses comest.",LOSFELD-DISTRIBUTION
502821754,778299,1100298,1289083,1031546,957853,790662,9499,101462,17250,52753,39790,35157,6,7,9,7,9,9,D,C,C,"Ingenierie, etudes techniques",DELTA REALISATION
339091720,4658359,5800455,7960249,5727125,5801361,4406897,245592,250828,493442,691375,808437,648831,26,33,32,35,28,23,D,A,B,Travaux de maconnerie generale et gros oeuvre de batiment,PAGANI
339153025,1688830,1668788,1702955,1671037,1686360,1699227,140489,128835,174141,135474,129808,239260,4,4,4,5,4,5,A,B,A,Patisserie,REGAL POMPADOUR
503425712,683166,886512,1161005,1168036,1091675,1161160,85850,86579,94321,78184,78164,29927,4,4,6,5,6,6,B,C,C,Reparation et maintenance navale,SARL YACHT ASSISTANCE SERVICES
413211525,2088938,1338939,2640775,2664775,3636570,2013805,76391,22913,197352,98546,557954,221815,9,8,9,9,0,11,B,B,B,Travaux de maconnerie generale et gros oeuvre de batiment,ART PROJECT
412206757,13213690,14171520,14880390,13531200,15151520,13372350,351560,620740,699630,597980,810850,597170,74,74,78,84,81,82,B,A,C,Travaux de maconnerie generale et gros oeuvre de batiment,T 2 C - TECHNIQUE ET CONCEPT DE LA CONSTRUCTION
503712036,380747,836797,2562422,2609546,275583,277111,-62055,375748,411350,-204916,125251,449411,1,1,3,3,1,1,D,B,C,Fonds de placement et entites financieres similaires,CYPANGA
336920046,2930613,2335242,2421083,2592955,2982551,3064055,103879,-61340,35293,79467,134517,-34456,12,12,12,11,13,14,A,A,A,Comm. de det. d'articles d'horlogerie et de bijouterie en magasin specialise,BIJOUTERIE HENRI GAREL
337808349,7893030,8269814,8746174,8968430,10217738,10538241,147592,164939,221678,168533,256082,185559,62,49,49,49,49,49,A,B,D,Entretien et reparation de vehicules automobiles legers,AUTOCASSE BOUVIER
414448464,48890851,58217839,60731971,70352904,76990111,79152938,2562054,3221068,-6261736,485991,319617,-1768521,133,147,168,196,206,213,B,D,C,Fabrication de materiel medico-chirurgical et dentaire,AMPLITUDE
752117960,1755947,1742850,1650297,1610795,2022568,1733533,-30131,38790,9620,37065,10115,-22962,4,2,3,2,3,4,A,C,A,Entretien et reparation de vehicules automobiles legers,SJCP
752151159,1233292.6153846153,1331782,1466846,1575221,1749239,2238122,42948.92307692308,45781,2606,45189,104072,114493,8.307692307692307,8,11,12,13,13,A,B,C,Mecanique industrielle,VALLON OUTILS COUPANTS
338420938,1589564,1754430,1733872,1724676,1735120,1766839,881548,578648,332503,306881,565734,629518,5,5,4,4,4,4,B,D,D,Autres commerces de detail specialises divers,ECOLE AZUR SAS
414759340,282286,323445,301526,362643,425183,476604,56320,29135,443428,139341,143713,194980,3,3,3,0,2,3,A,A,B,Activites des societes holding,FIMAPRAX
751994260,149102.40000000002,361305,403597,464859,454680,403600,-131363.19999999998,-51270,-9583,2809,-14080,8131,2.4000000000000004,5,4,4,4,4,B,A,C,Restauration traditionnelle,SAS IM CONFLUENCE
338472160,17418446,18220471,18497511,19265774,19600298,21371046,1422937,1539276,1314829,1538462,1402667,1677013,52,56,58,58,61,62,A,B,C,Commerce de gros (commerce interentreprises) de produits surgeles,PATIS SERVICE
338473341,45336940,37324340,39317610,37622230,37662580,41353025,464910,19580,289280,290050,210040,204270,17,17,17,18,19,19,C,D,A,Commerce de gros (commerce interentreprises) de fruits et legumes,POMANJOU INTERNATIONAL
339964678,3064100,3440953,3739978,3694528,3626023,3706905,3614,66471,95291,83732,23487,61722,24,27,28,26,22,20,B,A,B,Transports routiers de fret interurbains,TFMB
752416412,152e3,471462,505020,544362,542429,423678,375372,419681,583289,381596,406080,592941,4,4,4,4,4,4,B,B,A,Activites des sieges sociaux,SOFIMA
752420596,203880,214740,206180,208630,204690,204070,28236,42740,130330,138990,97230,-1160,2.4000000000000004,2,2,2,2,2,D,C,D,Activites des sieges sociaux,IGROUPE
422067751,30868570,33856939,33355518,35457264,32986510,33682769,127357,786383,229052,1531725,601154,1783314,232,269,230,227,228,223,B,B,D,Fabrication d'ordinateurs et d'equipements peripheriques,TOSHIBA TEC EUROPE IMAGING SYSTEMS SA
751466772,226218,183919,211536,208230,212521,206240,1397048,483387,599400,473483,944815,717518,9,2,2,2,2,2,C,D,D,Activites des societes holding,G B E A
339373102,4446158,4753332,5204799,5488906,5975938,6343101,27542,42802,32046,49046,62075,106842,27,27,29,29,29,33,A,B,A,Transports routiers de fret interurbains,TRANSPORTS SALVA
503230807,222832,234703,286346,291757,289804,236331,12667,-3355,-20133,-93587,6541,3188,0,0,0,0,1,1,B,D,A,Activites des societes holding,PERFOMEO HOLDING
422561126,4983949,4797895,4100132,4484257,4619294,4506195,5160,-148443,-176199,-54573,-662,65362,18,16,17,16,0,15,C,B,B,Autre imprimerie (labeur),SOCIETE TOULOUSAINE IMPRESSION NUMERIQUE
422571695,382630,335650,248790,293370,310520,389640,35720,32080,-8480,12980,26540,38260,2,2,1,2,2,3,C,D,A,Travaux d'installation d'equipements thermiques et de climatisation,GARCIA PHILIPPE
340641216,69526587,78069585,88272656,103894634,120965304,117070327,2335104,4235142,4984479,6114896,7301894,5451344,975,975,1168,1296,1634,1634,B,A,C,"Ingenierie, etudes techniques",DERICHEBOURG ATIS AERONAUTIQUE
422367706,1060430,1431834,1404211,1501673,1450007,1374668,429464,385632,487290,490958,518922,406721,14,14,13,13,14,14,B,A,A,Travaux de maconnerie generale et gros oeuvre de batiment,DUHALDE TRAVAUX PUBLICS
379225105,925998,899440,987848.3076923077,965695,1170624,1300022,60170,32120,26101.846153846156,34451,41062,50029,1,1,0.9230769230769231,2,2,2,A,D,C,"Comm. de det. fleurs plantes graines engr. ani. de comp., ali. ani. en mag. spec",ETUDES DEVELOPPEMENT ET DISTRIBUTION
378851216,1162555,1050106,964604,924220,888475,896966,105915,60852,27078,-6102,44636,91066,12,13,12,13,14,13,C,D,A,Commerce de detail d'equipements automobiles,CARAMBOLAGE 59
378906374,1631870,1726030,1706870,2087,2265272,2286848,69470,69610,95740,170,202821,189706,6,6,6,6,6,9,C,B,A,Comm. de gros (comm. interent.) de fournitures et equipements industriels divers,VINCENT
504673971,356925,493135,552658,543722,535138,467423,3070,11366,16734,-38741,19771,8273,7,6,8,8,6,6,B,D,B,"Comm. de detail d'ordinateurs, d'unites periph. et de logi. en mag. specialise",3 C EXPERTS
477717433,1110929,1253051,1455855,1920470,2107861,2028735,178259,167767,202715,205717,327612,309150,6,6,7,7,8,9,B,B,A,Commerce de gros (commerce interentreprises) de produits pharmaceutiques,MAD PHARMA
751876129,262710,306003,363449.5384615385,504141,505362,627401,25249,4919,23920.615384615387,40817,15990,30510,2,2,1.8461538461538463,3,2,3,A,A,A,Travaux de platrerie,DCC CONCEPT
477623110,11132771,9367393,8852126,8042174,8929290,7409372,881699,1004967,924506,793552,1279546,429232,108,109,99,97,95,352,C,C,A,"Autres intermediaires du comm. en combus., metaux, mineraux et prod. chimiques",PROXIGAZ
788396893,4560677,0,0,0,0,0,101126,-15705,-10665,117563,95328,142707,37,0,0,0,0,0,C,B,D,Activites des societes holding,FINANCIERE SORI
380927475,1414247,1482662,1458416,1427801,1722686,2808765,6148,91825,109703,110623,165065,215040,10,12,12,10,13,15,A,B,A,Fabrication d'equipements de communication,ETIC TELECOM
510035686,104511,147951,116198,108085,83189,92991,19023,24903,28203,14227,2259,5467,1,1,1,1,1,1,D,C,A,Travaux de revetement des sols et des murs,CARTELLI PERE ET FILS
478824394,3383360,3557761,4436997,3821147,4314326,5121938,5385,12764,13043,17059,31760,67393,2,2,2,2,2,2,A,B,A,Commerce de gros (comm. interent.) de bois et de materiaux de construction,D B ACTIVITES
788559698,45177,47262,47345,51691,54580,57718,-7067,-85,-4133,-189,8164,5055,1,2,2,2,1,1,A,B,B,Coiffure,SARL STUDIO CARO
381007566,6695209,6751896,5813830,6749363,7389786,7852533,13692,367942,100873,117880,185495,252650,46,44,46,45,46,46,A,B,C,Construction de reseaux pour fluides,DUBRULLE - FAIGNOT T.P.
511353476,22125538,22952454,24456463,27403709,26230765,31666935,278824,370792,292629,-1584278,-1648392,906947,150,157,166,170,193,200,A,D,A,"Forge, estampage, matricage - metallurgie des poudres",SETFORGE LA CLAYETTE SOCIETE NOUVELLE
477985691,284386,304635,292640,341943,341138,321375,12603,10081,-5622,9407,509,-24560,1,1,1,1,1,1,B,C,A,Fabrication de materiel medico-chirurgical et dentaire,LABORATOIRE SANCHEZ - RANDON
478039431,3062553,2960771,3665993,4423917,3606330,2653294,336008,311783,366840,384780,286490,60984,23,23,27,26,24,20,B,C,B,Entretien et reparation d'autres vehicules automobiles,BESSET GRAND LYON
510581499,25482370,25661840,25344040,24455330,23411250,23659070,-663650,27850,429290,202260,-22900,51590,81,83,87,94,94,1,D,A,B,Supermarches,ACOFRA EXPLOITATION
510972318,129519,137574,127712,131095,145312,152346,371,-4605,1451,5023,12364,12357,1,1,1,1,1,1,A,B,A,Fabrication d'autres produits alimentaires n.c.a.,CIMARE
453635377,94080,65140,102890,111710,72740,40117,-4840,930,-25940,28720,18620,-6963,1,1,1,1,1,1,D,A,A,Activites des marchands de biens immobiliers,SARL M2B
384046934,2019814,2090047,2000808,1791010,1798512,1804720,67998,106570,87851,47311,133334,145585,12,14,17,16,13,13,D,B,B,Recuperation de dechets tries,SOCIETE PROFIT
511098238,119869,140913,172886,173136,190188,188140,25161,14296,8534,17695,24907,29262,1,1,1,1,1,1,B,B,A,Fabrication de biere,BRASSERIE DE L'ALAGNON
383861382,955030,1141520,1115930,1058,1055352,947445,1910,30910,2480,-3,22025,-29209,3,3,3,3,3,3,C,C,A,Activites de conditionnement,ICCUB
509433942,1449048,1258220,1350942,1344074,1322103,1341143,-1332811,1213382,511143,535778,1591883,1449923,3,3,3,3,3,3,C,A,A,Activites des societes holding,PRAXY DEVELOPPEMENT
453845786,13e3,22076,15163,13118,0,0,-182820,29404,87441,-19063,-9741,14950,2,1,1,1,1,1,D,A,D,Activites des societes holding,FCM GROUP
390538031,4014040,3931263,2744236,3012472,2521588,2065650,50944,81393,72192,56476,62826,40840,11,6,6,7,5,7,D,C,D,Commerce de gros (commerce interentreprises) de materiel agricole,AGRICULTURE REPARATION ENTRETIEN
479182230,633807,505978,505321,455951,277650,14879,15192,1372,34509,5984,18991,-40442,5,5,6,5,0,1,D,C,B,Travaux de menuiserie bois et pvc,AZALIA 69
389901125,7415779.199999999,8586563,9939785,16055842,20973769,27515056,-3518764.8000000003,-298948,878540,480164,650144,-1185507,84,28,25,36,53,68,A,A,A,Conseil pour les affaires et autres conseils de gestion,MONITOR DELOITTE
389908815,360733,379473,377950,424126,401678,464488,29746,26263,19620,33736,11547,14820,5,6,6,6,6,6,A,C,C,Restauration de type rapide,SARL JJP
478479843,4396461,4583256,5586628,7374875,9139296,10231009,342315,139389,256662,129667,130317,158762,0,0,39,42,45,50,A,D,C,Transports routiers de fret interurbains,SOCIETE D'EXPLOITATION DES TRANSPORTS VIEU
509161071,4428376,5567645,5840714,6490040,7755055.199999999,8269775,67122,88289,85151,97200,82868.4,58062,6,6,8,8,9.600000000000001,8,A,C,C,Commerce de gros (commerce interentreprises) de fleurs et plantes,LES SERRES DESRUMAUX.COM
390192003,203817,229906,210383,186042,187470,150775,-2351,-1474,-26537,-7784,-19544,-29972,2,1,1,1,1,1,D,D,D,Comm. de gros (comm. interent.) de fournitures et equipements industriels divers,MAINTENANCE POINCONNAGE
582150041,43652102,43047031,39713028,38975760,36626657,35369177,602527,2194437,-6963094,-1262614,-6147926,-4132426,728,728,1090,577,640,624,D,D,B,Restauration de type rapide,POMME DE PAIN
582919155,992892,1232435,1404154,1492023,1418213,1302675,9795,68577,118131,124827,122069,62027,5,6,5,6,7,8,B,A,A,Commerce de gros (comm. interent.) de bois et de materiaux de construction,ETABLISSEMENTS PUJOL
583821376,20429e3,20583e3,20454890,20935080,20810419,21015075,681e3,761e3,823110,1106460,1101850,1066684,101,103,103,101,101,96,A,A,B,Commerce de gros d'equipements automobiles,LEROUX BROCHARD SAS
391245289,2914163,2807542,2725441,2445308,2232965,2241555,126485,143668,173979,40616,-76903,6567,20,21,22,22,21,20,D,C,C,Mecanique industrielle,S. M. D.
572151207,16341795,18103862,19299821,23258122,24372397,26846757,711960,1087440,1200104,1239122,1155731,750923,49,49,46,48,48,25,A,C,B,Fabrication d'autres produits alimentaires n.c.a.,SAINTE LUCIE
393086665,551091,676353,795849,965972,988602,959536,-3131,317,-658,17405,18070,14273,1,1,1,2,4,5,B,A,A,Commerce de gros (commerce interentreprises) de fruits et legumes,LES JARDINS DE GARONA
393117320,15135545,15723778,18987762,17313944,15796656,20707739,771128,901408,1014748,933678,763548,1007906,13,13,14,18,18,15,A,A,C,Commerce de gros (commerce interentreprises) non specialise,CDP DISTRIBUTION
393224084,1422424,1547885,1700199,1468269,1151094,1160698,90556,147792,252204,118125,77227,46645,14,14,14,11,13,13,D,C,B,Mecanique industrielle,SOCIETE NOUVELLE ONNAINGEOISE DE MECANIQUE
